,intercept,slope
0,68065.24854195754,0.004073759521019832
1,74754.6828128196,0.004072736711742438
2,67155.22541067305,0.004089418115087632
3,67155.22541067305,0.004089418115087632
4,76929.43196743685,0.0036558687835768857
5,82310.89044457214,0.003696383458104304
6,50440.32572241228,0.004744664899939944
7,41008.002825335236,0.005324223145445223
8,47716.942614271815,0.0050893279680772376
9,68090.50274473912,0.004305414090944503
10,59529.440236662704,0.0046609227338401844
11,55392.347445001054,0.004257559398544285
12,54889.90247452735,0.004378764929775372
13,60818.68669882967,0.004429764176355305
14,72592.88560400804,0.003973257554476233
15,74345.56056199451,0.003986722701749739
16,80634.68926368166,0.0036940307202732387
17,102199.87992412566,0.0031638308098872686
18,116361.38295317402,0.002190982888634963
19,79258.81781072517,0.004140102241032762
20,63545.36560091789,0.004396260040345821
21,61245.71642529798,0.004400878090422858
22,87913.17433364294,0.0034060594938140963
23,101497.08064682552,0.002995291142340271
24,99766.02562919616,0.0030551918085771814
25,62049.055330430114,0.004428818215102395
26,44470.79702293649,0.0050519235548098975
27,109415.43267991579,0.0026782742059407332
28,116371.85234560346,0.0023955664651559927
29,95098.23827243093,0.0032093339493784886
30,66748.96520260812,0.004161791641637978
31,81970.48222544976,0.004193046247964284
32,71189.36395896223,0.004059728961242768
33,71005.83826375696,0.004212520717513024
34,67133.25487027818,0.004242032910903976
35,57214.86156537141,0.00442480093998508
36,88981.24206910701,0.0031861607714586495
37,92174.95413992388,0.0034064633596799124
38,85070.30784539113,0.0031832494973390935
39,110563.09027234126,0.0028664863573094087
40,106324.07871799861,0.0031897237476181625
41,106324.07871799861,0.0031897237476181625
42,64194.49141403518,0.004275232801536508
43,80645.96116894862,0.003898410163782823
44,72358.11747243049,0.003860048314721809
45,72875.90538826167,0.0042668168508026875
46,85622.19654592911,0.0033360687245121987
47,96001.97420390345,0.003324424233073488
48,98049.9566684993,0.0029452552606637366
49,69783.54345678554,0.004378979498408655
50,76096.3164483042,0.004038784612907075
51,62718.23289980677,0.004491693401448959
52,58126.43532926068,0.004580049754108622
53,48818.34566011846,0.004887306653692097
54,62912.5028058149,0.004428105193572063
55,76584.57262992102,0.003983801702001462
56,75925.15287792517,0.0038364317711323185
57,83003.9508560529,0.003676199745662835
58,89657.58983911372,0.0038197901407315293
59,83477.72555014142,0.003798830180792483
60,80959.68749551792,0.0035151059549747583
61,88643.98275538241,0.003671911333076338
62,80934.77853615624,0.0039699458909584154
63,83966.49341815317,0.003878600385859742
64,90727.27848124165,0.0033712358915575402
65,99393.35752114169,0.003032426276047593
66,107182.09893102937,0.002737918761935878
67,105978.48009103225,0.0029966366780312306
68,100389.0209444017,0.002980165728489451
69,102627.60425738202,0.002744509785326127
70,94543.02596665305,0.0032621913273613683
71,82381.58409390532,0.003656124850606528
72,77079.47458711345,0.003805688282234334
73,73057.43111176812,0.0039704796355551734
74,66469.55859834442,0.004391296746376026
75,69539.71507293255,0.004253295069162844
76,67195.86003550777,0.004209233743935054
77,87593.0984747513,0.003450736387843056
78,87567.36026868057,0.003474524056798727
79,86874.68415092553,0.0034804991411306104
80,95192.43313932567,0.003322344212097857
81,90373.33579734735,0.003495414463861914
82,90232.83244511699,0.0035871314842036064
83,76493.25152809171,0.004006824243780843
84,67739.65297603929,0.00444993456366442
85,91770.75128678138,0.0027562088601230635
86,109443.27842724283,0.003201665605168362
87,101488.374454452,0.003003694874003028
88,94329.14791890746,0.0032314587080604284
89,73593.44876550873,0.003714351600626652
90,77313.13476043369,0.0038066674600493533
91,95928.68518240187,0.003044620558954969
92,83781.36163386951,0.00378924986751158
93,105192.38904376981,0.0028640788062171685
94,100946.63823371785,0.0029298040278839107
95,96549.77691923226,0.0032235414059089197
96,93678.49330593209,0.0029952170505023134
97,103581.87186826253,0.0030083065144986417
98,86430.18207525348,0.0035838917324880564
99,82789.21899529976,0.0035281181060787172
100,55769.31433747534,0.004746036004805373
101,74314.45837888271,0.003800988907977214
102,78702.38236656842,0.004012633560592836
103,78245.38896896364,0.004015880980664747
104,64335.17671258636,0.0041887236722124134
105,63274.36415259129,0.004153692754346471
106,92593.4889292252,0.0031130244859810022
107,97499.9969583211,0.00328504985385299
108,70957.80606968827,0.00406096480351891
109,66104.66183963108,0.004443312560386162
110,65740.53406415442,0.004098089809850983
111,87630.86280804173,0.0035199273195632833
112,81362.3601625904,0.0036855255569814374
113,79324.44978228126,0.003827756818772294
114,80046.71084499542,0.0037689884725028854
115,91837.15844315858,0.0034113946305690543
116,97670.70962686081,0.003261579943601834
117,88034.01719439572,0.003701199304993299
118,88034.01719439572,0.003701199304993299
119,72340.22837375247,0.004202491998033932
120,60047.814518573636,0.004448792584366926
121,62294.19002649672,0.004341065944467214
122,85603.40162222268,0.0037544474931555847
123,73082.4390392977,0.00387379655286816
124,69653.47435623246,0.004248052134484854
125,64202.32954856801,0.004230163530554767
126,65495.22226679102,0.004404740316310744
127,47738.691827063856,0.0049859958608010355
128,47323.26232702433,0.0048953959366323276
129,44526.77474880914,0.004745689815662363
130,69253.07675523328,0.004212714972374328
131,69162.76471082825,0.004121467506941094
132,69915.5761146547,0.004240854562400655
133,75787.83260012751,0.003974753220388097
134,94339.2316599594,0.002984053431462401
135,95933.5210109816,0.0031854482405950075
136,93508.5943189543,0.0033208402787592924
137,91980.74578118499,0.0032759092499647763
138,59585.538138541306,0.004206281873087869
139,57952.908465835564,0.0041511774586021075
140,89065.76014691734,0.0032435150959691777
141,105786.08009774859,0.003042806370940765
142,106307.3073798525,0.002837808217016536
143,78632.10728236698,0.003966862191783541
144,74295.35362116515,0.003816251944753137
145,68663.44291394194,0.004401031958140647
146,74796.7291085586,0.004219537975463887
147,77055.04413968821,0.003966197868759065
148,75803.65187544654,0.003831837229466049
149,76757.88744911001,0.003997368709215998
150,86189.19196083091,0.0034824872025481356
151,81694.54170431016,0.0036353805927242452
152,68891.94455188219,0.004312507355330692
153,76068.08915950236,0.004108442254526075
154,70592.86072311456,0.003955728999181918
155,48223.40010635942,0.004844487742897799
156,43479.16145328009,0.005079912890115858
157,36824.278618158016,0.0053894857663009145
158,28916.192884691634,0.005531109189361517
159,40474.64271934366,0.005305546561769593
160,59801.180882622226,0.0046791283903352965
161,55046.08825480296,0.004528765253997663
162,78981.30259425724,0.004037965879321985
163,89755.50146191046,0.0034811735469351657
164,80883.74387703628,0.003692224291160346
165,107857.28025803556,0.0028292184080730073
166,64623.32310868773,0.004148223412055003
167,58689.69180062724,0.00462792265663995
168,63307.300759088605,0.004307519406670933
169,45450.06394874155,0.005463116393406638
170,39403.115853604984,0.0050637594617015304
171,65887.70957802687,0.004212467596425421
172,45805.09183435821,0.004849799096363308
173,66816.55144593406,0.004361646040040601
174,79434.86160168565,0.0036732185328234115
175,77848.29137676417,0.0035210706577743214
176,86923.08158754678,0.0037422052606517235
177,82231.26874892287,0.003757808332363922
178,95182.90357208613,0.0030085647808878986
179,99582.43454706823,0.003182333756901087
180,110708.94957414037,0.002834164647202855
181,83078.85503254147,0.003684984795015818
182,68802.01620995159,0.004072514437598576
183,78874.23010470351,0.00397261915572114
184,82011.37967565305,0.003811853700120672
185,91867.94166377124,0.00329972702113755
186,95856.30024210176,0.003172223825389726
187,109097.51433617999,0.0028223947164328915
188,107708.07938546679,0.0026650769636954886
189,109361.68072202375,0.0027570384134746905
190,108535.89818296158,0.0027076669546640827
191,110280.65268272173,0.0028843026172258516
192,96660.92974207256,0.002885600555812832
193,50442.40102532042,0.00470470337153299
194,55052.87049998746,0.004864187890172927
195,108776.19373184985,0.0027114640090201494
196,104775.07880753234,0.0027153051807770924
197,101467.05684276352,0.002968234002616367
198,91265.06675099504,0.002992370812591539
199,74761.60015358301,0.0035166234710019987
200,74364.21803415507,0.0036419216104511334
201,79710.25158458721,0.003675507099591554
202,111175.70978987687,0.002703453072290245
203,106305.1339504495,0.0026977065999277813
204,111538.0617104649,0.0027284765097043803
205,73402.5602057294,0.003859619995308663
206,71656.86315764353,0.00403197176186931
207,63713.7770454416,0.004401537397182853
208,77428.26520370493,0.003861243325187613
209,49575.87942477658,0.004776774106432827
210,65321.17343607449,0.0041325158839720655
211,85897.09720432697,0.0035220509826288954
212,88394.536048262,0.0034853971507658775
213,68347.03871799067,0.004220499390595264
214,63477.10230052519,0.0043481755359851
215,82776.91868946896,0.003951841632913269
216,104305.7919300503,0.002740698972853758
217,103867.41870533202,0.0029346345036327342
218,89872.26100645046,0.003412306704808647
219,54480.77323977938,0.004778882516175876
220,50140.2104841655,0.004766242200972765
221,62527.416121711,0.0043766114131057994
222,59524.24775589206,0.004478044203018488
223,86317.60948888394,0.003646265905046436
224,78293.8617976403,0.00368921078349253
225,70977.24240870679,0.00424471193195698
226,69192.37416498752,0.0041235864509243
227,65946.8570265065,0.004152332357987228
228,83326.73546167441,0.003834901467599225
229,92108.56230103629,0.00357781336357153
230,70274.93089244128,0.004190932401053231
231,83654.51150655138,0.003848977331911425
232,105188.04360218655,0.0027971640904705963
233,103393.46940205993,0.0029695948968272096
234,99700.02175750393,0.0031576685870613012
235,98253.91151222693,0.003003199118723389
236,109986.10859178382,0.003008192571495388
237,100857.08030083416,0.002835736016327714
238,106698.22926036529,0.0028451708805603743
239,109170.41980266526,0.0028111710095997176
240,57025.26322376147,0.0047865022842239315
241,65800.89709077576,0.0044514029256362934
242,97507.6858547204,0.0034484332907695897
243,89923.16096149191,0.0037041685316587625
244,80852.7155806387,0.0035136881082211014
245,62762.732178227445,0.004333598534224067
246,69511.8705613368,0.004220649000019508
247,87425.86171643922,0.003559287620995694
248,65204.307212105385,0.004308584308234763
249,101805.35792566439,0.002948358275617917
250,57452.93415189453,0.004591378569186246
251,89950.80660599124,0.0033894386892714444
252,99994.2226742928,0.0029531481540743935
253,95122.61781941111,0.0030611947355366257
254,98628.14914494533,0.0030519479874948816
255,95160.13055314907,0.0031827395658829915
256,64396.76833462187,0.004125082216305792
257,62283.01475576307,0.00439161055388623
258,78805.20205408524,0.0037431009530187968
259,73959.79998834377,0.0040644936873586385
260,83040.18855895521,0.003560385089483616
261,92491.0965170845,0.0034432192606739485
262,76699.10158913341,0.003991860945906672
263,80070.84466204073,0.004091486725917927
264,71071.3866569049,0.003897947665877211
265,85031.70786597893,0.0038328285565973237
266,77541.23347099854,0.003803348913674914
267,78827.35583471587,0.0038293379788742884
268,66482.27257776969,0.004475935935984962
269,89515.69487257687,0.00370103904769566
270,103794.53319189549,0.003008339061021178
271,74639.10522874292,0.0038439837542305253
272,82319.52082364858,0.003719399459688229
273,77329.24623344417,0.0038565134143593908
274,80367.98078474398,0.0037393084823735432
275,78626.8639980415,0.0038209844679211015
276,66688.04973546357,0.004279903759987876
277,64688.33762949686,0.004374149104982471
278,58726.04008102409,0.004610382466338566
279,98872.67730948231,0.0030654130512348552
280,100735.481228692,0.0030259254961542293
281,75278.15422142026,0.003935925060383524
282,70269.2136081311,0.004392889113906395
283,70318.54547469935,0.004375378432104887
284,72503.33327928839,0.003731124801962295
285,85373.35776519802,0.003936185875631799
286,97689.76214435814,0.0034637451961925464
287,98404.47413043704,0.0032057090904847
288,79441.55673167844,0.003908933740179064
289,79664.68880825242,0.003949512034193143
290,71143.70728729233,0.004023896415955425
291,60061.11021706458,0.004385778356391306
292,67259.57405665613,0.004130577150753764
293,68127.22263790785,0.004036246683191912
294,51874.72131605913,0.004883380809611283
295,49070.64604649609,0.004711077892529312
296,47483.68146284394,0.004673095662762724
297,48078.76168504598,0.004738349404633119
298,72356.99313771867,0.003985450041673421
299,77951.17725758528,0.0038669277522851396
300,53488.16988778601,0.004757743792106003
301,75572.87608366524,0.0039713492281023685
302,55890.53143896572,0.004720077884259502
303,59522.446961621354,0.004617516933670973
304,59522.446961621354,0.004617516933670973
305,88260.73500720874,0.003491070825156751
306,60291.83516621665,0.004551661030241987
307,64448.45464271911,0.004237922002872309
308,75482.50041042524,0.0038332817812223663
309,87715.28506542418,0.0033581527473553153
310,82063.14175609025,0.003802584399125481
311,72151.5399153633,0.003938148339757876
312,51172.96428144027,0.0047237964959289435
313,59498.72424233757,0.0045770404060001
314,67856.73301401308,0.004142377414315354
315,57078.342161815264,0.004489321791885836
316,86971.82932468157,0.003215070300676764
317,46399.8850110974,0.004636991448081118
318,48427.90085222782,0.004796321808009971
319,44478.35345607852,0.004984006937292983
320,72099.80576063058,0.003955051761005978
321,84509.73962121362,0.003587047273507571
322,67679.73694734198,0.004236614437740198
323,68820.6906677614,0.004134580810047695
324,68404.45636169045,0.004292841057371367
325,83731.45785692087,0.00331694910591602
326,85519.03046736076,0.0032546084558737424
327,72241.10537123751,0.004246613950880187
328,92413.78415861199,0.0031061104044680576
329,81873.13463580135,0.00354118224837595
330,90234.18953814486,0.0035213390770454764
331,90234.18953814486,0.0035213390770454764
332,97884.69042365332,0.002958402714089164
333,70788.1731484613,0.003978699232652676
334,72007.96000102314,0.0041153981634714926
335,93989.80279559027,0.0032045774167314355
336,104816.34432981085,0.0028730617032864626
337,111814.11254334892,0.0026348111474653094
338,52349.90453229366,0.005011049669708326
339,59772.28007602732,0.0046406034814067375
340,59036.22881546999,0.00444078774369351
341,66927.95434793654,0.004422085060634208
342,58171.16883798966,0.004461772655219413
343,57885.54977230705,0.004266180424114604
344,72547.65349883647,0.004059250184884689
345,68231.4094226706,0.004198561354814733
346,33446.25086467374,0.005376318608689112
347,58563.49326747222,0.004587766881208961
348,77769.84753444302,0.0037480836555537304
349,81733.83915520733,0.003817386373608538
350,86336.10759896177,0.0035913407213937925
351,80904.42309949678,0.003672815283003394
352,65834.70634235063,0.004092940059457731
353,66286.29563922186,0.0043937385789782
354,85588.32874597404,0.0036332062639879287
355,65621.64246767647,0.004186120487129858
356,83452.1399828469,0.0036743069271747797
357,60290.929921360315,0.0042861157144262795
358,92148.0682930325,0.00337250311486927
359,66613.1585511258,0.004316205266395071
360,80952.49065902687,0.003612984432568924
361,46716.41849204932,0.004714590645962948
362,63774.804667958604,0.003954585045184524
363,84906.90057496165,0.003762540744040171
364,70101.02077733893,0.0039757963763358455
365,81592.69537984084,0.003645720843705383
366,81306.13678216936,0.0036724901494719704
367,52013.034117879855,0.00458029962247388
368,66446.7888500117,0.004392122547390162
369,73368.40793096427,0.004294536461419865
370,74551.46772688885,0.00404997135468407
371,75754.31267998063,0.004003594038965641
372,114058.48848603704,0.002581931977761704
373,91518.33000860688,0.0032288762654583605
374,87774.03215492387,0.003522659102683361
375,73604.79925200016,0.004367748735866142
376,86946.10044909085,0.0037746218848793748
377,90463.0739429361,0.0031069008269083605
378,58386.08732354388,0.004682915788648627
379,54688.44070978915,0.004602227090478052
