"Energy consumed for building sector, and per end use (TJ)"
t_periods,Fuel,Sub,EndUse,VFlow_In
2020,Electricity,Commercial,Water Heating,139.4055869278648
2020,Electricity,Industry,Industrial Processes,2677.857283787469
2020,Electricity,Industry,Lighting,652.542566588216
2020,Electricity,Industry,Space Cooling,368.2967736960869
2020,Electricity,Industry,Space Heating,759.0587356255254
2020,Electricity,Industry,Water Heating,1012.27928511749
2020,Electricity,Public,Auxiliary Equipment,2056.957155485292
2020,Electricity,Public,Auxiliary Motors,533.5382167852549
2020,Electricity,Public,Lighting,1997.8035355453417
2020,Electricity,Public,Space Cooling,1257.2054018551994
2020,Electricity,Public,Space Heating,791.6760952129436
2020,Electricity,Public,Water Heating,32.578062796379584
2020,Electricity,Residential,Other Appliances,3754.0800598449364
2020,Electricity,Residential,Clothe Dryer,2061.630356092686
2020,Electricity,Residential,Clothe Washer,114.07568803678402
2020,Electricity,Residential,Dish Washer,143.28417462589232
2020,Electricity,Residential,Freezer,524.3608441209162
2020,Electricity,Residential,Lighting,2502.3533139504707
2020,Electricity,Residential,Range,1918.3510032438905
2020,Electricity,Residential,Refrigerator,1614.8319953391576
2020,Electricity,Residential,Space Cooling,3361.915410349204
2020,Electricity,Residential,Space Heating,4669.495802426663
2020,Electricity,Residential,Water Heating,758.0461574902605
2020,Heavy Fuel Oil,Commercial,Space Heating,8.374768207871584
2020,Heavy Fuel Oil,Commercial,Water Heating,45.459530413720366
2020,Heavy Fuel Oil,Industry,Industrial Processes,42.77243039668393
2020,Heavy Fuel Oil,Industry,Space Heating,25.47185269442855
2020,Heavy Fuel Oil,Industry,Water Heating,60.944326391325816
2020,Heavy Fuel Oil,Public,Space Heating,0.005811771202390104
2020,Heavy Fuel Oil,Public,Water Heating,1.3204628510354395
2020,Hydrogen,Residential,Space Heating,1.0876693313252235
2020,Hydrogen,Residential,Water Heating,0.6387164804036702
2020,Kerosene,Commercial,Space Heating,8.374260080309483
2020,Kerosene,Commercial,Water Heating,45.46290406497717
2020,Kerosene,Public,Space Heating,0.005812122447853361
2020,Kerosene,Public,Water Heating,1.320524582703821
2020,Kerosene,Residential,Space Heating,0.8450184308397257
2020,Kerosene,Residential,Water Heating,375.33215041326616
2020,Light Fuel Oil,Commercial,Space Heating,201.96116984445
2020,Light Fuel Oil,Commercial,Water Heating,252.10473359210587
2020,Light Fuel Oil,Industry,Industrial Processes,480.89267451297394
2020,Light Fuel Oil,Industry,Space Heating,24.85990207882368
2020,Light Fuel Oil,Industry,Water Heating,44.47423072789233
2020,Light Fuel Oil,Public,Space Heating,345.6424985422392
2020,Light Fuel Oil,Public,Water Heating,65.41335148672624
2020,Light Fuel Oil,Residential,Space Heating,946.5376001797989
2020,Light Fuel Oil,Residential,Water Heating,418.1556537802657
2020,Mix Energy,Industry,Industrial Processes,15334.75031482369
2020,Natural Gas,Commercial,Auxiliary Equipment,2612.5254102437452
2020,Natural Gas,Commercial,Space Cooling,119.3684345823206
2020,Natural Gas,Commercial,Space Heating,36308.041995309795
2020,Natural Gas,Commercial,Water Heating,5846.656320255236
2020,Natural Gas,Industry,Industrial Processes,11711.045296268265
2020,Natural Gas,Industry,Space Cooling,30.347157784668173
2020,Natural Gas,Industry,Space Heating,734.7496461505381
2020,Natural Gas,Industry,Water Heating,2883.5496828349246
2020,Natural Gas,Public,Auxiliary Equipment,363.9334580752606
2020,Natural Gas,Public,Space Cooling,154.5880180850365
2020,Natural Gas,Public,Space Heating,7368.457860254299
2020,Natural Gas,Public,Water Heating,922.8051842084708
2020,Natural Gas,Residential,Clothe Dryer,92.60882407010925
2020,Natural Gas,Residential,Range,94.25041572509255
2020,Natural Gas,Residential,Space Heating,58239.00376771057
2020,Natural Gas,Residential,Water Heating,18185.626957702527
2020,Pet Coke,Industry,Industrial Processes,238.05142030338763
2020,Propane,Commercial,Auxiliary Equipment,1967.9351644899152
2020,Propane,Commercial,Space Heating,1140.1125011273577
2020,Propane,Commercial,Water Heating,124.64475300415751
2020,Propane,Industry,Space Heating,21.96202326728185
2020,Propane,Industry,Water Heating,96.71979310694289
2020,Propane,Public,Auxiliary Equipment,0.02803911379589697
2020,Propane,Public,Space Heating,0.00614825540148582
2020,Propane,Residential,Space Heating,1.0658209145204758
2020,Propane,Residential,Water Heating,602.9747241877633
2020,Synthetic Gas,Commercial,Auxiliary Equipment,3.288434527668027
2020,Synthetic Gas,Commercial,Space Cooling,1.7387299214192786
2020,Synthetic Gas,Commercial,Space Heating,7.005962736623403
2020,Synthetic Gas,Commercial,Water Heating,4.432315156590201
2020,Synthetic Gas,Public,Auxiliary Equipment,0.8735817914292112
2020,Synthetic Gas,Public,Space Cooling,1.2152230440086031
2020,Synthetic Gas,Public,Space Heating,1.6735311442264775
2020,Synthetic Gas,Public,Water Heating,1.82039468591209
2020,Synthetic Gas,Residential,Space Heating,3.049993997612644
2020,Synthetic Gas,Residential,Water Heating,1.7652205136917118
2021,Biomass,Industry,Industrial Processes,85.69099229285321
2021,Biomass,Residential,Space Heating,217.52288986020648
2021,Biomass,Residential,Water Heating,617.7104008744362
2021,Bio Methane,Commercial,Auxiliary Equipment,106.09111527136048
2021,Bio Methane,Commercial,Space Cooling,24.436416443832865
2021,Bio Methane,Commercial,Space Heating,299.817598337802
2021,Bio Methane,Commercial,Water Heating,200.28250230164366
2021,Bio Methane,Public,Auxiliary Equipment,29.73855353531188
2021,Bio Methane,Public,Space Cooling,32.40618743093364
2021,Bio Methane,Public,Space Heating,84.29271456061917
2021,Bio Methane,Public,Water Heating,76.11513570521366
2021,Bio Methane,Residential,Space Heating,155.40065769503522
2021,Bio Methane,Residential,Water Heating,119.88203391596272
2021,Wood Pellet,Residential,Space Heating,1.1581789825596613
2021,Wood Pellet,Residential,Water Heating,635.5894423446858
2021,Coal,Industry,Industrial Processes,98.65288119404771
2021,District Cooling,Commercial,Space Cooling,1261.4508619026003
2021,District Cooling,Public,Space Cooling,278.70633358962573
2021,District Cooling,Residential,Space Cooling,88.62867519925561
2021,District Heating,Commercial,Space Heating,3572.5179471143656
2021,District Heating,Commercial,Water Heating,633.9248489438575
2021,District Heating,Public,Space Heating,1518.6745794576257
2021,District Heating,Public,Water Heating,317.773763789745
2021,District Heating,Residential,Space Heating,101.14275137569079
2021,District Heating,Residential,Water Heating,927.0103447965895
2021,Electricity,Commercial,Auxiliary Equipment,17734.567768778776
2021,Electricity,Commercial,Auxiliary Motors,2276.1573059309558
2021,Electricity,Commercial,Lighting,30699.241229345564
2021,Electricity,Commercial,Space Cooling,2984.3292021722323
2021,Electricity,Commercial,Space Heating,2115.759817948656
2021,Electricity,Commercial,Street Lighting,508.2854690774512
2021,Electricity,Commercial,Water Heating,121.89894660211513
2021,Electricity,Industry,Industrial Processes,2680.9500980504804
2021,Electricity,Industry,Lighting,653.2962262280836
2021,Electricity,Industry,Space Cooling,368.722141216982
2021,Electricity,Industry,Space Heating,759.9354170293508
2021,Electricity,Industry,Water Heating,1013.4484257691622
2021,Electricity,Public,Auxiliary Equipment,2067.446871026686
2021,Electricity,Public,Auxiliary Motors,536.5345712878728
2021,Electricity,Public,Lighting,2008.8720821928534
2021,Electricity,Public,Space Cooling,1262.4852222995864
2021,Electricity,Public,Space Heating,796.0806348505081
2021,Electricity,Public,Water Heating,33.18118546167962
2021,Electricity,Residential,Other Appliances,3785.177257386546
2021,Electricity,Residential,Clothe Dryer,2078.2213734240504
2021,Electricity,Residential,Clothe Washer,114.88844554786442
2021,Electricity,Residential,Dish Washer,144.3713196239948
2021,Electricity,Residential,Freezer,527.196374502169
2021,Electricity,Residential,Lighting,2516.0173415247477
2021,Electricity,Residential,Range,1931.1333805851768
2021,Electricity,Residential,Refrigerator,1624.050800829809
2021,Electricity,Residential,Space Cooling,3386.495321758668
2021,Electricity,Residential,Space Heating,4784.714061376845
2021,Electricity,Residential,Water Heating,761.7411410002666
2021,Heavy Fuel Oil,Commercial,Space Heating,9.388493710186653
2021,Heavy Fuel Oil,Commercial,Water Heating,52.48298546265241
2021,Heavy Fuel Oil,Industry,Industrial Processes,42.82183078241191
2021,Heavy Fuel Oil,Industry,Space Heating,25.50127162939505
2021,Heavy Fuel Oil,Industry,Water Heating,61.014714564344004
2021,Heavy Fuel Oil,Public,Space Heating,0.008225691155104136
2021,Heavy Fuel Oil,Public,Water Heating,1.394053984278578
2021,Hydrogen,Residential,Space Heating,1.1844362052494541
2021,Hydrogen,Residential,Water Heating,0.705902596575823
2021,Kerosene,Commercial,Space Heating,9.388300374372806
2021,Kerosene,Commercial,Water Heating,52.4873705242587
2021,Kerosene,Public,Space Heating,0.008225960687861885
2021,Kerosene,Public,Water Heating,1.394144748845536
2021,Kerosene,Residential,Space Heating,0.9208837690016434
2021,Kerosene,Residential,Water Heating,396.52859233945793
2021,Light Fuel Oil,Commercial,Space Heating,202.67088631010293
2021,Light Fuel Oil,Commercial,Water Heating,258.443619491337
2021,Light Fuel Oil,Industry,Industrial Processes,481.44808563617454
2021,Light Fuel Oil,Industry,Space Heating,24.88861423617184
2021,Light Fuel Oil,Industry,Water Heating,44.525596622513596
2021,Light Fuel Oil,Public,Space Heating,346.81049981466606
2021,Light Fuel Oil,Public,Water Heating,65.90776665767292
2021,Light Fuel Oil,Residential,Space Heating,956.5096136365928
2021,Light Fuel Oil,Residential,Water Heating,439.16551576530793
2021,Mix Energy,Industry,Industrial Processes,15352.461316360574
2021,Natural Gas,Commercial,Auxiliary Equipment,2622.7174506291653
2021,Natural Gas,Commercial,Space Cooling,119.84201108797963
2021,Natural Gas,Commercial,Space Heating,36324.86866149688
2021,Natural Gas,Commercial,Water Heating,5864.253119233628
2021,Natural Gas,Industry,Industrial Processes,11724.571068578347
2021,Natural Gas,Industry,Space Cooling,30.3822074951056
2021,Natural Gas,Industry,Space Heating,735.5982515628261
2021,Natural Gas,Industry,Water Heating,2886.880063298625
2021,Natural Gas,Public,Auxiliary Equipment,365.1896636314927
2021,Natural Gas,Public,Space Cooling,156.62195298159727
2021,Natural Gas,Public,Space Heating,7403.279153747974
2021,Natural Gas,Public,Water Heating,926.3600220257654
2021,Natural Gas,Residential,Clothe Dryer,92.60679556752935
2021,Natural Gas,Residential,Range,94.24782774650716
2021,Natural Gas,Residential,Space Heating,58267.84581866932
2021,Natural Gas,Residential,Water Heating,18257.78936180892
2021,Pet Coke,Industry,Industrial Processes,238.32635983507765
2021,Propane,Commercial,Auxiliary Equipment,1978.733094220907
2021,Propane,Commercial,Space Heating,1149.509380839505
2021,Propane,Commercial,Water Heating,134.33402012554592
2021,Propane,Industry,Space Heating,21.98738849461789
2021,Propane,Industry,Water Heating,96.83150046240794
2021,Propane,Public,Auxiliary Equipment,0.03945778237607085
2021,Propane,Public,Space Heating,0.008632770333103914
2021,Propane,Residential,Space Heating,1.1503648621942548
2021,Propane,Residential,Water Heating,631.8993467813175
2021,Synthetic Gas,Commercial,Auxiliary Equipment,4.098407924487964
2021,Synthetic Gas,Commercial,Space Cooling,2.0645941430937755
2021,Synthetic Gas,Commercial,Space Heating,8.670667047089132
2021,Synthetic Gas,Commercial,Water Heating,5.575283105366399
2021,Synthetic Gas,Public,Auxiliary Equipment,1.0988754729522976
2021,Synthetic Gas,Public,Space Cooling,1.5304603038593063
2021,Synthetic Gas,Public,Space Heating,2.2149233665745522
2021,Synthetic Gas,Public,Water Heating,2.2628214628638186
2021,Synthetic Gas,Residential,Space Heating,3.8161343473071527
2021,Synthetic Gas,Residential,Water Heating,2.235886067575569
2022,Biomass,Industry,Industrial Processes,85.79053420159774
2022,Biomass,Residential,Space Heating,217.81899282441637
2022,Biomass,Residential,Water Heating,647.5570377025964
2022,Bio Methane,Commercial,Auxiliary Equipment,105.55704632185906
2022,Bio Methane,Commercial,Space Cooling,24.1724914781536
2022,Bio Methane,Commercial,Space Heating,289.0956107774565
2022,Bio Methane,Commercial,Water Heating,205.17084491484502
2022,Bio Methane,Public,Auxiliary Equipment,29.13411692364055
2022,Bio Methane,Public,Space Cooling,33.13935069486197
2022,Bio Methane,Public,Space Heating,88.83821905147107
2022,Bio Methane,Public,Water Heating,76.51958415329132
2022,Bio Methane,Residential,Space Heating,146.31625940118204
2022,Bio Methane,Residential,Water Heating,123.79365206012278
2022,Wood Pellet,Residential,Space Heating,1.265031656756653
2022,Wood Pellet,Residential,Water Heating,665.4724054882081
2022,Coal,Industry,Industrial Processes,98.76748012489413
2022,District Cooling,Commercial,Space Cooling,1263.8629055656027
2022,District Cooling,Public,Space Cooling,282.50170726327934
2022,District Cooling,Residential,Space Cooling,23.489472079148562
2022,District Heating,Commercial,Space Heating,3750.7863770587787
2022,District Heating,Commercial,Water Heating,685.39867832127
2022,District Heating,Public,Space Heating,1526.8656848896287
2022,District Heating,Public,Water Heating,314.6534097648565
2022,District Heating,Residential,Space Heating,110.07884434306945
2022,District Heating,Residential,Water Heating,944.9406396936514
2022,Electricity,Commercial,Auxiliary Equipment,17809.56836703357
2022,Electricity,Commercial,Auxiliary Motors,2285.222307500085
2022,Electricity,Commercial,Lighting,30823.044850644048
2022,Electricity,Commercial,Space Cooling,2997.2627108937627
2022,Electricity,Commercial,Space Heating,2446.595635819878
2022,Electricity,Commercial,Street Lighting,510.3268062727523
2022,Electricity,Commercial,Water Heating,116.71180314105256
2022,Electricity,Industry,Industrial Processes,2684.0643914281695
2022,Electricity,Industry,Lighting,654.0551199179838
2022,Electricity,Industry,Space Cooling,369.1504628497454
2022,Electricity,Industry,Space Heating,760.8181868503985
2022,Electricity,Industry,Water Heating,1014.6256859224667
2022,Electricity,Public,Auxiliary Equipment,2076.2996713551397
2022,Electricity,Public,Auxiliary Motors,538.9792288130224
2022,Electricity,Public,Lighting,2017.9032055907924
2022,Electricity,Public,Space Cooling,1266.4577442886373
2022,Electricity,Public,Space Heating,796.8288368770995
2022,Electricity,Public,Water Heating,32.45910390522423
2022,Electricity,Residential,Other Appliances,3816.3570358719653
2022,Electricity,Residential,Clothe Dryer,2094.0373055551413
2022,Electricity,Residential,Clothe Washer,106.91924193868714
2022,Electricity,Residential,Dish Washer,145.43007957747037
2022,Electricity,Residential,Freezer,486.58768691302413
2022,Electricity,Residential,Lighting,2531.565243266799
2022,Electricity,Residential,Range,1749.3459617290287
2022,Electricity,Residential,Refrigerator,1464.8309508690436
2022,Electricity,Residential,Space Cooling,3434.082528504034
2022,Electricity,Residential,Space Heating,5008.322541441723
2022,Electricity,Residential,Water Heating,763.0028291205718
2022,Heavy Fuel Oil,Commercial,Space Heating,10.443491706515301
2022,Heavy Fuel Oil,Commercial,Water Heating,48.98401594363185
2022,Heavy Fuel Oil,Industry,Industrial Processes,42.87157424620243
2022,Heavy Fuel Oil,Industry,Space Heating,25.530894874326645
2022,Heavy Fuel Oil,Industry,Water Heating,61.08559157237285
2022,Heavy Fuel Oil,Public,Space Heating,0.01031207935621382
2022,Heavy Fuel Oil,Public,Water Heating,1.809210789791813
2022,Hydrogen,Residential,Space Heating,1.2721909125640478
2022,Hydrogen,Residential,Water Heating,0.7757819005946849
2022,Kerosene,Commercial,Space Heating,10.443888254636777
2022,Kerosene,Commercial,Water Heating,49.067939151900966
2022,Kerosene,Public,Space Heating,0.010312157559283535
2022,Kerosene,Public,Water Heating,1.8093800246212501
2022,Kerosene,Residential,Space Heating,1.0025522875078856
2022,Kerosene,Residential,Water Heating,416.9525357867623
2022,Light Fuel Oil,Commercial,Space Heating,203.5567048683945
2022,Light Fuel Oil,Commercial,Water Heating,251.03326075179814
2022,Light Fuel Oil,Industry,Industrial Processes,482.00735400408485
2022,Light Fuel Oil,Industry,Space Heating,24.917525795024055
2022,Light Fuel Oil,Industry,Water Heating,44.577319245363185
2022,Light Fuel Oil,Public,Space Heating,347.85258951007495
2022,Light Fuel Oil,Public,Water Heating,62.51085065515176
2022,Light Fuel Oil,Residential,Space Heating,799.9129397518212
2022,Light Fuel Oil,Residential,Water Heating,459.52447896545016
2022,Mix Energy,Industry,Industrial Processes,15370.295318073237
2022,Natural Gas,Commercial,Auxiliary Equipment,2632.663933738463
2022,Natural Gas,Commercial,Space Cooling,120.61473645787781
2022,Natural Gas,Commercial,Space Heating,36352.1236576417
2022,Natural Gas,Commercial,Water Heating,5897.333526781751
2022,Natural Gas,Industry,Industrial Processes,11738.19077529667
2022,Natural Gas,Industry,Space Cooling,30.417500620379588
2022,Natural Gas,Industry,Space Heating,736.4527504087339
2022,Natural Gas,Industry,Water Heating,2890.2335727415566
2022,Natural Gas,Public,Auxiliary Equipment,367.41298112905014
2022,Natural Gas,Public,Space Cooling,159.09935096798682
2022,Natural Gas,Public,Space Heating,7434.751176471076
2022,Natural Gas,Public,Water Heating,939.4522151507715
2022,Natural Gas,Residential,Clothe Dryer,92.59334294113509
2022,Natural Gas,Residential,Range,47.0620647349365
2022,Natural Gas,Residential,Space Heating,58280.12940934349
2022,Natural Gas,Residential,Water Heating,18336.672047122833
2022,Pet Coke,Industry,Industrial Processes,238.60320877952884
2022,Propane,Commercial,Auxiliary Equipment,1985.4791631875976
2022,Propane,Commercial,Space Heating,972.8076365679985
2022,Propane,Commercial,Water Heating,151.890649794351
2022,Propane,Industry,Space Heating,22.01292987954238
2022,Propane,Industry,Water Heating,96.94398360823976
2022,Propane,Public,Auxiliary Equipment,0.049350139650699544
2022,Propane,Public,Space Heating,0.01080521483157277
2022,Propane,Residential,Space Heating,1.2700629018680525
2022,Propane,Residential,Water Heating,662.1575800691701
2022,Synthetic Gas,Commercial,Auxiliary Equipment,4.64715652307197
2022,Synthetic Gas,Commercial,Space Cooling,2.2637011958183675
2022,Synthetic Gas,Commercial,Space Heating,9.85986117289271
2022,Synthetic Gas,Commercial,Water Heating,6.4973733051651505
2022,Synthetic Gas,Public,Auxiliary Equipment,1.2602954099573418
2022,Synthetic Gas,Public,Space Cooling,1.776544600842971
2022,Synthetic Gas,Public,Space Heating,2.6617171593822975
2022,Synthetic Gas,Public,Water Heating,2.583075118406421
2022,Synthetic Gas,Residential,Space Heating,4.306418761585257
2022,Synthetic Gas,Residential,Water Heating,2.604202030414284
2023,Biomass,Industry,Industrial Processes,3.6995018963236754
2023,Biomass,Residential,Space Heating,196.92361151256546
2023,Biomass,Residential,Water Heating,576.4381347460215
2023,Bio Methane,Commercial,Auxiliary Equipment,8.029815747944776
2023,Bio Methane,Commercial,Space Cooling,3.163546734721771
2023,Bio Methane,Commercial,Space Heating,26.49329614586691
2023,Bio Methane,Commercial,Water Heating,21.088349227555447
2023,Bio Methane,Industry,Industrial Processes,642.0621208747664
2023,Bio Methane,Industry,Space Heating,286.7223308303744
2023,Bio Methane,Industry,Water Heating,503.7668969925519
2023,Bio Methane,Public,Auxiliary Equipment,1.9261280030847503
2023,Bio Methane,Public,Space Cooling,3.0646012319484863
2023,Bio Methane,Public,Space Heating,8.470351175599834
2023,Bio Methane,Public,Water Heating,8.557790911982837
2023,Bio Methane,Residential,Range,4.150495327484036
2023,Bio Methane,Residential,Space Heating,20.465219798261636
2023,Bio Methane,Residential,Water Heating,17.25970097459307
2023,Wood Pellet,Residential,Space Heating,16.21592261924955
2023,Wood Pellet,Residential,Water Heating,578.9367025026835
2023,Coal,Industry,Industrial Processes,93.76827145177363
2023,District Cooling,Commercial,Space Cooling,1345.0351039088332
2023,District Cooling,Industry,Space Cooling,1.9563843162979238
2023,District Cooling,Public,Space Cooling,313.2838216052932
2023,District Cooling,Residential,Space Cooling,110.09600041111847
2023,District Heating,Commercial,Space Heating,1973.7416518624236
2023,District Heating,Commercial,Water Heating,477.1270416983285
2023,District Heating,Industry,Space Heating,21.474946400651234
2023,District Heating,Industry,Water Heating,22.88321724048456
2023,District Heating,Public,Space Heating,223.37228820126012
2023,District Heating,Public,Water Heating,150.6681042528906
2023,District Heating,Residential,Space Heating,32.20951775913675
2023,District Heating,Residential,Water Heating,239.62612841910232
2023,Electricity,Commercial,Auxiliary Equipment,18285.087005065478
2023,Electricity,Commercial,Auxiliary Motors,2291.7346325029634
2023,Electricity,Commercial,Lighting,24568.1446873045
2023,Electricity,Commercial,Space Cooling,3157.6554461869105
2023,Electricity,Commercial,Space Heating,3056.0158091961052
2023,Electricity,Commercial,Street Lighting,511.694376273009
2023,Electricity,Commercial,Water Heating,230.46195763432854
2023,Electricity,Industry,Industrial Processes,2804.280613347632
2023,Electricity,Industry,Lighting,625.9416434481408
2023,Electricity,Industry,Space Cooling,193.69224950456717
2023,Electricity,Industry,Space Heating,420.79822004600345
2023,Electricity,Industry,Water Heating,1197.1746959357185
2023,Electricity,Public,Auxiliary Equipment,2333.186594486862
2023,Electricity,Public,Auxiliary Motors,540.8386439068421
2023,Electricity,Public,Lighting,970.5827001669034
2023,Electricity,Public,Space Cooling,1527.0427294642905
2023,Electricity,Public,Space Heating,770.6419568363301
2023,Electricity,Public,Water Heating,92.5888175984934
2023,Electricity,Residential,Other Appliances,3847.5384292371987
2023,Electricity,Residential,Clothe Dryer,2062.0073577687454
2023,Electricity,Residential,Clothe Washer,102.83975148430639
2023,Electricity,Residential,Dish Washer,144.09073227048546
2023,Electricity,Residential,Freezer,470.63253260093273
2023,Electricity,Residential,Lighting,723.4304924993637
2023,Electricity,Residential,Range,1420.785039494113
2023,Electricity,Residential,Refrigerator,1480.51182602572
2023,Electricity,Residential,Space Cooling,3745.5508379928874
2023,Electricity,Residential,Space Heating,6152.936144479052
2023,Electricity,Residential,Water Heating,1022.7541802523219
2023,ETHOS,Commercial,Space Cooling,114.4007064432475
2023,ETHOS,Commercial,Space Heating,337.4204493849149
2023,ETHOS,Public,Space Heating,90.03661993683123
2023,ETHOS,Residential,Space Cooling,20.63880266355144
2023,ETHOS,Residential,Space Heating,868.264430681718
2023,Geothermal,Commercial,Space Heating,0.9183307760453556
2023,Geothermal,Public,Space Heating,0.27501664901321665
2023,Geothermal,Residential,Space Heating,13.96233193987586
2023,Heavy Fuel Oil,Commercial,Space Heating,9.266425910611352
2023,Heavy Fuel Oil,Commercial,Water Heating,14.442842494171426
2023,Heavy Fuel Oil,Industry,Industrial Processes,40.4353709335033
2023,Heavy Fuel Oil,Industry,Space Heating,36.87959654014912
2023,Heavy Fuel Oil,Industry,Water Heating,39.55594358102873
2023,Heavy Fuel Oil,Public,Space Heating,0.20078455712987459
2023,Heavy Fuel Oil,Public,Water Heating,0.8715866998033854
2023,Hydrogen,Commercial,Space Heating,2.6872085918820825
2023,Hydrogen,Commercial,Water Heating,1.620112676829809
2023,Hydrogen,Industry,Industrial Processes,3.602861174645505
2023,Hydrogen,Industry,Space Heating,3.56051362009245
2023,Hydrogen,Industry,Water Heating,3.5930379282282026
2023,Hydrogen,Public,Space Heating,0.7666733996677603
2023,Hydrogen,Public,Water Heating,0.4560806249480472
2023,Hydrogen,Residential,Range,0.2542187572375701
2023,Hydrogen,Residential,Space Heating,1.6453466064578226
2023,Hydrogen,Residential,Water Heating,1.3052534004680352
2023,Kerosene,Commercial,Space Heating,7.663034721198984
2023,Kerosene,Commercial,Water Heating,16.223977191970462
2023,Kerosene,Public,Space Heating,0.11444882223577436
2023,Kerosene,Public,Water Heating,0.9559737702964335
2023,Kerosene,Residential,Space Heating,2.799084262955821
2023,Kerosene,Residential,Water Heating,69.19668374962824
2023,Light Fuel Oil,Commercial,Space Heating,52.67973482212755
2023,Light Fuel Oil,Commercial,Water Heating,105.42981660771554
2023,Light Fuel Oil,Industry,Industrial Processes,191.43761314548354
2023,Light Fuel Oil,Industry,Space Heating,132.92285474081308
2023,Light Fuel Oil,Industry,Water Heating,173.37843616300543
2023,Light Fuel Oil,Public,Space Heating,241.00859979847516
2023,Light Fuel Oil,Public,Water Heating,117.16447913764807
2023,Light Fuel Oil,Residential,Space Heating,103.03664412178439
2023,Light Fuel Oil,Residential,Water Heating,213.88359438382417
2023,Mix Energy,Industry,Industrial Processes,15388.117357260784
2023,Natural Gas,Commercial,Auxiliary Equipment,1869.084197298197
2023,Natural Gas,Commercial,Space Cooling,29.338156064243723
2023,Natural Gas,Commercial,Space Heating,37805.62355929578
2023,Natural Gas,Commercial,Water Heating,4918.783825159974
2023,Natural Gas,Industry,Industrial Processes,11345.077017897827
2023,Natural Gas,Industry,Space Cooling,205.7853729889841
2023,Natural Gas,Industry,Space Heating,485.47940429026505
2023,Natural Gas,Industry,Water Heating,1872.0852592893866
2023,Natural Gas,Public,Auxiliary Equipment,14.553103583212158
2023,Natural Gas,Public,Space Cooling,52.51002913229309
2023,Natural Gas,Public,Space Heating,8860.723044727298
2023,Natural Gas,Public,Water Heating,868.3912854863822
2023,Natural Gas,Residential,Clothe Dryer,26.540614395329168
2023,Natural Gas,Residential,Range,198.1446596014808
2023,Natural Gas,Residential,Space Heating,55104.19273537
2023,Natural Gas,Residential,Water Heating,14695.129669970576
2023,Pet Coke,Industry,Industrial Processes,226.60370498039254
2023,Propane,Commercial,Auxiliary Equipment,2299.290100511083
2023,Propane,Commercial,Space Heating,389.2231827663425
2023,Propane,Commercial,Water Heating,113.16219267639377
2023,Propane,Industry,Industrial Processes,37.15028168159342
2023,Propane,Industry,Space Heating,33.97171261867874
2023,Propane,Industry,Water Heating,36.358191698751604
2023,Propane,Public,Auxiliary Equipment,0.6666622955480492
2023,Propane,Public,Space Heating,1.7733753409781288
2023,Propane,Public,Water Heating,0.7892487745653285
2023,Propane,Residential,Space Heating,209.9609733033843
2023,Propane,Residential,Water Heating,386.54266327409056
2023,Retrofit,Industry,Industrial Processes,0.009570020098010446
2023,Retrofit,Industry,Lighting,28.872370159743838
2023,Retrofit,Industry,Space Cooling,0.008291462159998864
2023,Retrofit,Industry,Space Heating,61.12252111630191
2023,Retrofit,Industry,Water Heating,160.83949763805245
2023,Synthetic Gas,Commercial,Auxiliary Equipment,4.503146591931657
2023,Synthetic Gas,Commercial,Space Cooling,2.125275596178446
2023,Synthetic Gas,Commercial,Space Heating,11.050597785858189
2023,Synthetic Gas,Commercial,Water Heating,8.625842788677996
2023,Synthetic Gas,Public,Auxiliary Equipment,1.0502556007685269
2023,Synthetic Gas,Public,Space Cooling,1.607375720551284
2023,Synthetic Gas,Public,Space Heating,3.0019566298377574
2023,Synthetic Gas,Public,Water Heating,3.4178636486807603
2023,Synthetic Gas,Residential,Range,0.6293243671384022
2023,Synthetic Gas,Residential,Space Heating,3.3281399382821566
2023,Synthetic Gas,Residential,Water Heating,2.856085120708841
2023,Solar Energy,Commercial,Water Heating,1189.3920107803299
2023,Solar Energy,Public,Water Heating,153.6711189068345
2023,Solar Energy,Residential,Water Heating,3228.107144285322
2023,Waste Heat,Industry,Space Heating,88.62153285466734
2023,Waste Heat,Industry,Water Heating,102.59682953051158
2024,Biomass,Industry,Industrial Processes,643.0022660440874
2024,Biomass,Residential,Space Heating,219.1611107669629
2024,Biomass,Residential,Water Heating,482.632797987799
2024,Bio Methane,Commercial,Auxiliary Equipment,5.479234864047439
2024,Bio Methane,Commercial,Space Cooling,2.34979357084392
2024,Bio Methane,Commercial,Space Heating,23.07271396432436
2024,Bio Methane,Commercial,Water Heating,18.096050462245564
2024,Bio Methane,Industry,Industrial Processes,665.7966318283013
2024,Bio Methane,Industry,Space Heating,259.23596184578287
2024,Bio Methane,Industry,Water Heating,470.12793643393275
2024,Bio Methane,Public,Auxiliary Equipment,1.4507049493397204
2024,Bio Methane,Public,Space Cooling,2.318101817611403
2024,Bio Methane,Public,Space Heating,9.047658299701226
2024,Bio Methane,Public,Water Heating,8.787918284532717
2024,Bio Methane,Residential,Range,139.6846699157654
2024,Bio Methane,Residential,Space Heating,1478.9196197582396
2024,Bio Methane,Residential,Water Heating,842.6557089556475
2024,Wood Pellet,Residential,Space Heating,28.361064328098276
2024,Wood Pellet,Residential,Water Heating,511.71960877467313
2024,Coal,Industry,Industrial Processes,88.84386948287259
2024,District Cooling,Commercial,Space Cooling,1442.0916112365978
