"Building end use energy service, per subsector, per end use, per type of technology, per energy, and per period."
t_periods,Sub,NewOld,EndUse,Tech_type_1,Tech_type_2,Energy_cat,Efficiency,Output_units,VFlow_Out
2025,Residential,New,Space Heating,Furnace,___,Electricity,Standard,TJ,1.6232464677585994
2025,Residential,New,Space Heating,Furnace,___,Kerosene,Standard,TJ,0.4123975947531794
2025,Residential,New,Space Heating,Furnace,___,Light Fuel Oil,High,TJ,0.4421415455296301
2025,Residential,New,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,0.4044372213137184
2025,Residential,New,Space Heating,Furnace,___,Natural Gas,Energy Star,TJ,4.565585853618814
2025,Residential,New,Space Heating,Furnace,___,Natural Gas,High,TJ,219.78650242043412
2025,Residential,New,Space Heating,Furnace,___,Natural Gas,Medium,TJ,0.08612584242475131
2025,Residential,New,Space Heating,Furnace,___,Natural Gas,Standard,TJ,2.1312392050157096
2025,Residential,New,Space Heating,Furnace,___,Propane,Energy Star,TJ,4.99584362704376
2025,Residential,New,Space Heating,Furnace,___,Propane,High,TJ,142.85788739555034
2025,Residential,New,Space Heating,Furnace,___,Propane,Standard,TJ,2.379351787293124
2025,Residential,New,Space Heating,Heat Pump,___,Electricity,Energy Star,TJ,3.8107017163186865
2025,Residential,New,Space Heating,Heat Pump,___,Electricity,High,TJ,3.1766981565392185
2025,Residential,New,Space Heating,Heat Pump,___,Electricity,Standard,TJ,1.4504399314891845
2025,Residential,New,Space Heating,Heat Pump,___,Geothermal,Energy Star,TJ,0.6534712697301097
2025,Residential,New,Space Heating,Heat Pump,___,Geothermal,High,TJ,0.3858467589288764
2025,Residential,New,Space Heating,Heat Pump,___,Geothermal,Standard,TJ,44.569426133328065
2025,Residential,New,Space Heating,Heat Pump,___,Natural Gas,Standard,TJ,1.343606077181164
2025,Residential,New,Space Heating,Plinthe,1000W,Electricity,Standard,TJ,4.756979940125676
2025,Residential,New,Space Heating,Plinthe,1500W,Electricity,Standard,TJ,6.133871344048225
2025,Residential,New,Space Heating,Plinthe,500W,Electricity,Standard,TJ,3.5494886686793334
2025,Residential,New,Space Heating,Plinthe,___,Electricity,Standard,TJ,0.0377997325598736
2025,Residential,New,Space Heating,Pellet stove,___,Wood Pellet,High,TJ,9.773021537578245
2025,Residential,New,Space Heating,Pellet stove,___,Wood Pellet,Standard,TJ,0.92470448276138
2025,Residential,New,Space Heating,Stove,___,Biomass,High,TJ,1.7404989680806886
2025,Residential,New,Space Heating,Stove,___,Biomass,Standard,TJ,0.6306362878019615
2025,Residential,New,Space Heating,Zero Programmable Thermostat,___,ETHOS,Standard,TJ,39.90267645637252
2025,Residential,New,Space Heating,Zero Thermal Measure,___,ETHOS,High,TJ,0.11824335666403647
2025,Residential,New,Space Heating,Zero Thermal Measure,___,ETHOS,Medium,TJ,0.11921420113077405
2025,Residential,New,Space Heating,Zero Thermal Measure,___,ETHOS,Standard,TJ,186.4597452190705
2025,Residential,New,Space Heating,___,___,District Heating,___,TJ,0.9408578175416752
2025,Residential,New,Water Heating,Heat Pump,___,Electricity,Energy Star,TJ,0.6532437218388957
2025,Residential,New,Water Heating,Heat Pump,___,Electricity,High,TJ,0.5016025557097331
2025,Residential,New,Water Heating,Heat Pump,___,Electricity,Standard,TJ,0.6076493999282955
2025,Residential,New,Water Heating,Solar Thermal,Backup,Electricity,Standard,TJ,0.25584991720534433
2025,Residential,New,Water Heating,Solar Thermal,Backup,Natural Gas,Standard,TJ,47.26768500651799
2025,Residential,New,Water Heating,System,___,Biomass,Standard,TJ,0.8110732402918259
2025,Residential,New,Water Heating,System,___,Wood Pellet,Standard,TJ,0.7554623492561179
2025,Residential,New,Water Heating,System,___,Kerosene,Standard,TJ,1.8617905690736116
2025,Residential,New,Water Heating,System,___,Light Fuel Oil,Standard,TJ,2.06062985210061
2025,Residential,New,Water Heating,System,___,Propane,Standard,TJ,1.8466164736441204
2025,Residential,New,Water Heating,With Tank,___,Electricity,High,TJ,2.1400871673299124
2025,Residential,New,Water Heating,With Tank,___,Electricity,Standard,TJ,6.851602410287916
2025,Residential,New,Water Heating,With Tank,___,Natural Gas,Energy Star,TJ,2.944102528695516
2025,Residential,New,Water Heating,With Tank,___,Natural Gas,High,TJ,4.090136674869713
2025,Residential,New,Water Heating,With Tank,___,Natural Gas,Standard,TJ,2.3909709572147144
2025,Residential,New,Water Heating,___,___,Biomass,Standard,TJ,0.04553065784057318
2025,Residential,New,Water Heating,___,___,Wood Pellet,Standard,TJ,0.045527880788452296
2025,Residential,New,Water Heating,___,___,District Heating,___,TJ,490.7188915485551
2025,Residential,New,Water Heating,___,___,Electricity,Standard,TJ,0.04883120520368986
2025,Residential,New,Water Heating,___,___,Kerosene,Standard,TJ,0.04550117966364639
2025,Residential,New,Water Heating,___,___,Light Fuel Oil,Standard,TJ,0.045524697982134134
2025,Residential,New,Water Heating,___,___,Natural Gas,Standard,TJ,0.16422191341579614
2025,Residential,New,Water Heating,___,___,Propane,Standard,TJ,0.045504091112887876
2025,Residential,Old,Other Appliances,Other,___,Electricity,Standard,TJ,3791.066161027938
2025,Residential,Old,Clothe Dryer,___,___,Electricity,Energy Star,TJ,0.24822158418989737
2025,Residential,Old,Clothe Dryer,___,___,Electricity,High,TJ,0.13402719484562053
2025,Residential,Old,Clothe Dryer,___,___,Electricity,Standard,TJ,1960.0211509794497
2025,Residential,Old,Clothe Dryer,___,___,Natural Gas,Standard,TJ,24.517246323773946
2025,Residential,Old,Clothe Washer,___,Combined,Electricity,Energy Star,TJ,58.91595176144623
2025,Residential,Old,Clothe Washer,___,Combined,Electricity,High,TJ,0.04294118352262632
2025,Residential,Old,Clothe Washer,___,Combined,Electricity,Standard,TJ,21.034685101308597
2025,Residential,Old,Clothe Washer,___,Front,Electricity,Energy Star,TJ,0.001635543442718326
2025,Residential,Old,Clothe Washer,___,Front,Electricity,High,TJ,0.001334312005326899
2025,Residential,Old,Clothe Washer,___,Front,Electricity,Standard,TJ,0.0016222545156552987
2025,Residential,Old,Clothe Washer,___,Top,Electricity,Energy Star,TJ,0.0017541417796779393
2025,Residential,Old,Clothe Washer,___,Top,Electricity,High,TJ,0.0014861260940177167
2025,Residential,Old,Clothe Washer,___,Top,Electricity,Standard,TJ,0.0024264460242296253
2025,Residential,Old,Clothe Washer,___,___,Electricity,Standard,TJ,54.196142221362585
2025,Residential,Old,Dish Washer,___,___,Electricity,Energy Star,TJ,0.047924507856147255
2025,Residential,Old,Dish Washer,___,___,Electricity,High,TJ,0.035265140975037995
2025,Residential,Old,Dish Washer,___,___,Electricity,Standard,TJ,132.1571280860078
2025,Residential,Old,Freezer,___,Chest,Electricity,Energy Star,TJ,0.2798550275067857
2025,Residential,Old,Freezer,___,Chest,Electricity,High,TJ,0.34270379779554166
2025,Residential,Old,Freezer,___,Chest,Electricity,Standard,TJ,64.83260598974263
2025,Residential,Old,Freezer,___,Standing,Electricity,Energy Star,TJ,0.06152915757798223
2025,Residential,Old,Freezer,___,Standing,Electricity,High,TJ,0.05895488901655788
2025,Residential,Old,Freezer,___,Standing,Electricity,Standard,TJ,0.06945948495041561
2025,Residential,Old,Freezer,___,___,Electricity,Standard,TJ,287.6750606307119
2025,Residential,Old,Lighting,Fluocompact,___,Electricity,Energy Star,Mlm.y,0.2629886860294166
2025,Residential,Old,Lighting,Fluocompact,___,Electricity,High,Mlm.y,0.4570060213991962
2025,Residential,Old,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,3.350266003773873
2025,Residential,Old,Lighting,Fluorescent,T12,Electricity,Standard,Mlm.y,3.4490679476469452
2025,Residential,Old,Lighting,Fluorescent,T5,Electricity,High,Mlm.y,313.5629119485274
2025,Residential,Old,Lighting,Fluorescent,T5,Electricity,Standard,Mlm.y,1350.6478676093454
2025,Residential,Old,Lighting,Fluorescent,T8,Electricity,High,Mlm.y,1.6523853408732
2025,Residential,Old,Lighting,Fluorescent,T8,Electricity,Standard,Mlm.y,5.224270006158164
2025,Residential,Old,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,211.8596278487697
2025,Residential,Old,Lighting,Halogen,60W,Electricity,Standard,Mlm.y,0.03641206461133984
2025,Residential,Old,Lighting,Incandescent,60W,Electricity,Standard,Mlm.y,0.03679443388161533
2025,Residential,Old,Lighting,Light Emitting Diode,___,Electricity,Energy Star,Mlm.y,0.5268647787584166
2025,Residential,Old,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,17.167290825539002
2025,Residential,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,19.70817508149958
2025,Residential,Old,Range,___,___,Electricity,High,TJ,0.028654591537751354
2025,Residential,Old,Range,___,___,Electricity,Standard,TJ,1249.4622658652243
2025,Residential,Old,Range,___,___,Natural Gas,High,TJ,150.7187998569275
2025,Residential,Old,Range,___,___,Natural Gas,Standard,TJ,163.32867842924125
2025,Residential,Old,Refrigerator,___,Freezer Down,Electricity,Energy Star,TJ,0.08208467480040817
2025,Residential,Old,Refrigerator,___,Freezer Down,Electricity,High,TJ,0.08228482308143188
2025,Residential,Old,Refrigerator,___,Freezer Down,Electricity,Standard,TJ,0.08787562923945776
2025,Residential,Old,Refrigerator,___,Freezer Top,Electricity,Energy Star,TJ,0.24202188215723935
2025,Residential,Old,Refrigerator,___,Freezer Top,Electricity,High,TJ,0.19957672241887606
2025,Residential,Old,Refrigerator,___,Freezer Top,Electricity,Standard,TJ,13.307713974918428
2025,Residential,Old,Refrigerator,___,___,Electricity,Standard,TJ,1114.1922164462724
2025,Residential,Old,Space Cooling,Central,___,Electricity,Energy Star,TJ,0.785465840830121
2025,Residential,Old,Space Cooling,Central,___,Electricity,High,TJ,0.6520011852237857
2025,Residential,Old,Space Cooling,Central,___,Electricity,Standard,TJ,7105.916186286852
2025,Residential,Old,Space Cooling,Room,___,Electricity,Standard,TJ,381.812433475835
2025,Residential,Old,Space Cooling,Wall,___,Electricity,Energy Star,TJ,2.419424578906681
2025,Residential,Old,Space Cooling,Wall,___,Electricity,High,TJ,1.8204380525197916
2025,Residential,Old,Space Cooling,Wall,___,Electricity,Standard,TJ,3.504927849930522
2025,Residential,Old,Space Cooling,Window,___,Electricity,Energy Star,TJ,1230.8196040084213
2025,Residential,Old,Space Cooling,Window,___,Electricity,High,TJ,2.0134722059159933
2025,Residential,Old,Space Cooling,Window,___,Electricity,Standard,TJ,2441.5890951366496
2025,Residential,Old,Space Cooling,Zero Thermal Measure,___,ETHOS,Standard,TJ,70.20198495217761
2025,Residential,Old,Space Cooling,___,___,District Cooling,___,TJ,1.8690455558542967
2025,Residential,Old,Space Heating,Boiler,___,Hydrogen,Standard,TJ,0.03074789283407521
2025,Residential,Old,Space Heating,Fireplace,___,Propane,High,TJ,1.0032738496448312
2025,Residential,Old,Space Heating,Fireplace,___,Propane,Standard,TJ,0.9099723679642001
2025,Residential,Old,Space Heating,Furnace,___,Biomass,Standard,TJ,160.24429699000365
2025,Residential,Old,Space Heating,Furnace,___,Wood Pellet,Standard,TJ,0.7565358474129663
2025,Residential,Old,Space Heating,Furnace,___,Electricity,Standard,TJ,2.5667316345465685
2025,Residential,Old,Space Heating,Furnace,___,Kerosene,Standard,TJ,0.7497845273421213
2025,Residential,Old,Space Heating,Furnace,___,Light Fuel Oil,High,TJ,0.581896957095601
2025,Residential,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,2.0697449846105367
2025,Residential,Old,Space Heating,Furnace,___,Natural Gas,Energy Star,TJ,11.209798305827228
2025,Residential,Old,Space Heating,Furnace,___,Natural Gas,High,TJ,38112.9319169634
2025,Residential,Old,Space Heating,Furnace,___,Natural Gas,Medium,TJ,9369.284314583301
2025,Residential,Old,Space Heating,Furnace,___,Natural Gas,Standard,TJ,4.763758932690835
2025,Residential,Old,Space Heating,Furnace,___,Propane,Energy Star,TJ,7.066424277443968
2025,Residential,Old,Space Heating,Furnace,___,Propane,High,TJ,194.49944229616634
2025,Residential,Old,Space Heating,Furnace,___,Propane,Standard,TJ,4.1378391392488165
2025,Residential,Old,Space Heating,Heat Pump,___,Electricity,Energy Star,TJ,7.785293785044715
2025,Residential,Old,Space Heating,Heat Pump,___,Electricity,High,TJ,132.7478835502194
2025,Residential,Old,Space Heating,Heat Pump,___,Electricity,Standard,TJ,2625.948170561363
2025,Residential,Old,Space Heating,Heat Pump,___,Geothermal,Energy Star,TJ,0.13178785856417363
2025,Residential,Old,Space Heating,Heat Pump,___,Geothermal,High,TJ,0.10059746655709112
2025,Residential,Old,Space Heating,Heat Pump,___,Geothermal,Standard,TJ,0.14171039037239228
2025,Residential,Old,Space Heating,Heat Pump,___,Natural Gas,Standard,TJ,2.48999266168878
2025,Residential,Old,Space Heating,Plinthe,1000W,Electricity,Standard,TJ,23.246557739951292
2025,Residential,Old,Space Heating,Plinthe,1500W,Electricity,Standard,TJ,619.6192534434533
2025,Residential,Old,Space Heating,Plinthe,500W,Electricity,Standard,TJ,8.556967689656469
2025,Residential,Old,Space Heating,Plinthe,___,Electricity,Standard,TJ,2740.7971423066465
2025,Residential,Old,Space Heating,Pellet stove,___,Wood Pellet,High,TJ,19.73017373818696
2025,Residential,Old,Space Heating,Pellet stove,___,Wood Pellet,Standard,TJ,1.9362804802812787
2025,Residential,Old,Space Heating,Stove,___,Biomass,High,TJ,2.7466651451183592
2025,Residential,Old,Space Heating,Stove,___,Biomass,Standard,TJ,1.426172293132644
2025,Residential,Old,Space Heating,Zero Programmable Thermostat,___,ETHOS,Standard,TJ,306.7987812003868
2025,Residential,Old,Space Heating,Zero Thermal Measure,___,ETHOS,High,TJ,961.1755932043736
2025,Residential,Old,Space Heating,Zero Thermal Measure,___,ETHOS,Medium,TJ,1323.8429260647663
2025,Residential,Old,Space Heating,Zero Thermal Measure,___,ETHOS,Standard,TJ,1435.7609349253523
2025,Residential,Old,Space Heating,___,___,District Heating,___,TJ,0.3391146349606923
2025,Residential,Old,Water Heating,Heat Pump,___,Electricity,Energy Star,TJ,1.4922834435795684
2025,Residential,Old,Water Heating,Heat Pump,___,Electricity,High,TJ,0.7791325233912746
2025,Residential,Old,Water Heating,Heat Pump,___,Electricity,Standard,TJ,0.9402820879161125
2025,Residential,Old,Water Heating,Solar Thermal,Backup,Electricity,Standard,TJ,0.43308392786877364
2025,Residential,Old,Water Heating,Solar Thermal,Backup,Natural Gas,Standard,TJ,11165.326735926883
2025,Residential,Old,Water Heating,System,___,Biomass,Standard,TJ,1.2856882008258115
2025,Residential,Old,Water Heating,System,___,Wood Pellet,Standard,TJ,1.0438633344047046
2025,Residential,Old,Water Heating,System,___,Kerosene,Standard,TJ,1.7088328686188803
2025,Residential,Old,Water Heating,System,___,Light Fuel Oil,Standard,TJ,2.3139515993837105
2025,Residential,Old,Water Heating,System,___,Propane,Standard,TJ,1.7923645995119624
2025,Residential,Old,Water Heating,With Tank,___,Electricity,High,TJ,3.3030651946504044
2025,Residential,Old,Water Heating,With Tank,___,Electricity,Standard,TJ,7.857621038879428
2025,Residential,Old,Water Heating,With Tank,___,Natural Gas,Energy Star,TJ,4.916826933090716
2025,Residential,Old,Water Heating,With Tank,___,Natural Gas,High,TJ,7.264208095450662
2025,Residential,Old,Water Heating,With Tank,___,Natural Gas,Standard,TJ,3.483401172681974
2025,Residential,Old,Water Heating,___,___,Biomass,Standard,TJ,231.49333049447276
2025,Residential,Old,Water Heating,___,___,Wood Pellet,Standard,TJ,245.13670814443984
2025,Residential,Old,Water Heating,___,___,District Heating,___,TJ,649.1491709283395
2025,Residential,Old,Water Heating,___,___,Electricity,Standard,TJ,888.9911881137284
2025,Residential,Old,Water Heating,___,___,Kerosene,Standard,TJ,46.19098909542092
2025,Residential,Old,Water Heating,___,___,Light Fuel Oil,Standard,TJ,219.48520027090683
2025,Residential,Old,Water Heating,___,___,Natural Gas,Standard,TJ,4797.084782408504
2025,Residential,Old,Water Heating,___,___,Propane,Standard,TJ,80.03327287924633
2030,Commercial,New,Auxiliary Equipment,___,___,Electricity,Standard,TJ,566.8802586325553
2030,Commercial,New,Auxiliary Equipment,___,___,Natural Gas,Standard,TJ,8.648187553587938
2030,Commercial,New,Auxiliary Equipment,___,___,Propane,Standard,TJ,5.359399697660715
2030,Commercial,New,Auxiliary Motors,___,___,Electricity,Standard,TJ,62.604093610131784
2030,Commercial,New,Lighting,Fluocompact,___,Electricity,High,Mlm.y,3.2598905462998347
2030,Commercial,New,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,1.2031219344112167
2030,Commercial,New,Lighting,Fluorescent,T5,Electricity,High,Mlm.y,242.5710687309884
2030,Commercial,New,Lighting,Fluorescent,T5,Electricity,Standard,Mlm.y,314.2234137700131
2030,Commercial,New,Lighting,Fluorescent,T8,Electricity,High,Mlm.y,3.1750798114112397
2030,Commercial,New,Lighting,Fluorescent,T8,Electricity,Standard,Mlm.y,4.383857454954763
2030,Commercial,New,Lighting,Halogen,100W,Electricity,Standard,Mlm.y,0.0782964697063858
2030,Commercial,New,Lighting,Incandescent,100W,Electricity,Standard,Mlm.y,0.05820006943391631
2030,Commercial,New,Lighting,Light Emitting Diode,___,Electricity,Energy Star,Mlm.y,1.2550345652367074
2030,Commercial,New,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,82.33239680522311
2030,Commercial,New,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,9.232928045104975
2030,Commercial,New,Space Cooling,Central,___,Electricity,Energy Star,TJ,2.2989979862870893
2030,Commercial,New,Space Cooling,Central,___,Electricity,High,TJ,2.20612240996063
2030,Commercial,New,Space Cooling,Central,___,Electricity,Standard,TJ,2.180388381248589
2030,Commercial,New,Space Cooling,Central,___,Natural Gas,Energy Star,TJ,0.627271837214975
2030,Commercial,New,Space Cooling,Central,___,Natural Gas,High,TJ,0.6557000331866972
2030,Commercial,New,Space Cooling,Central,___,Natural Gas,Standard,TJ,0.5992932451313763
2030,Commercial,New,Space Cooling,Wall,___,Electricity,Energy Star,TJ,5.480594525552707
2030,Commercial,New,Space Cooling,Wall,___,Electricity,High,TJ,5.301828433266455
2030,Commercial,New,Space Cooling,Wall,___,Electricity,Standard,TJ,11.711876256052635
2030,Commercial,New,Space Cooling,Window,___,Electricity,Energy Star,TJ,2.267179360325198
2030,Commercial,New,Space Cooling,Window,___,Electricity,High,TJ,1.7301709311736657
2030,Commercial,New,Space Cooling,Window,___,Electricity,Standard,TJ,5.571144306851012
2030,Commercial,New,Space Cooling,Zero Thermal Measure,___,ETHOS,Standard,TJ,88.19649167258122
2030,Commercial,New,Space Cooling,___,___,District Cooling,___,TJ,183.720693641068
2030,Commercial,New,Space Cooling,___,___,Electricity,Standard,TJ,0.3241296776195678
2030,Commercial,New,Space Cooling,___,___,Natural Gas,Standard,TJ,0.6312354039394893
2030,Commercial,New,Space Heating,Furnace,Large,Hydrogen,Standard,TJ,0.14495429379443187
2030,Commercial,New,Space Heating,Furnace,Medium,Hydrogen,Standard,TJ,0.1447211820219248
2030,Commercial,New,Space Heating,Furnace,Small,Hydrogen,Standard,TJ,0.14410770095027287
2030,Commercial,New,Space Heating,Furnace,___,Electricity,Standard,TJ,1.1992476652096082
2030,Commercial,New,Space Heating,Furnace,___,Heavy Fuel Oil,High,TJ,0.6826393204598699
2030,Commercial,New,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,TJ,0.8275202363128645
2030,Commercial,New,Space Heating,Furnace,___,Kerosene,Standard,TJ,1.0449076213519763
2030,Commercial,New,Space Heating,Furnace,___,Light Fuel Oil,High,TJ,1.720571523089596
2030,Commercial,New,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,1.5706141117516832
2030,Commercial,New,Space Heating,Furnace,___,Natural Gas,Energy Star,TJ,9.74662775469542
2030,Commercial,New,Space Heating,Furnace,___,Natural Gas,High,TJ,605.8963235170944
2030,Commercial,New,Space Heating,Furnace,___,Natural Gas,Standard,TJ,5.688211805732574
2030,Commercial,New,Space Heating,Furnace,___,Propane,Energy Star,TJ,9.298217707153565
2030,Commercial,New,Space Heating,Furnace,___,Propane,High,TJ,11.842841824707621
2030,Commercial,New,Space Heating,Furnace,___,Propane,Standard,TJ,8.362085082093884
2030,Commercial,New,Space Heating,Heat Pump,___,Electricity,Energy Star,TJ,9.577402017333476
2030,Commercial,New,Space Heating,Heat Pump,___,Electricity,High,TJ,53.52133206291378
2030,Commercial,New,Space Heating,Heat Pump,___,Electricity,Standard,TJ,3.6971735295791843
2030,Commercial,New,Space Heating,Heat Pump,___,Geothermal,Energy Star,TJ,0.35620906585765694
2030,Commercial,New,Space Heating,Heat Pump,___,Geothermal,High,TJ,0.2721936075603919
2030,Commercial,New,Space Heating,Heat Pump,___,Geothermal,Standard,TJ,0.383569135965889
2030,Commercial,New,Space Heating,Heat Pump,___,Natural Gas,Standard,TJ,4.522199250616805
2030,Commercial,New,Space Heating,Plinthe,1000W,Electricity,Standard,TJ,1.0174571241895647
2030,Commercial,New,Space Heating,Plinthe,1500W,Electricity,Standard,TJ,1.0480615719847013
2030,Commercial,New,Space Heating,Plinthe,500W,Electricity,Standard,TJ,0.9291717201126778
2030,Commercial,New,Space Heating,Plinthe,___,Electricity,Standard,TJ,0.3555742887105433
2030,Commercial,New,Space Heating,Zero Thermal Measure,___,ETHOS,High,TJ,0.20944324043995463
2030,Commercial,New,Space Heating,Zero Thermal Measure,___,ETHOS,Medium,TJ,0.21060283844608824
2030,Commercial,New,Space Heating,Zero Thermal Measure,___,ETHOS,Standard,TJ,3.8113063553656072
2030,Commercial,New,Space Heating,___,___,District Heating,___,TJ,298.760200525872
2030,Commercial,New,Street Lighting,Light Emitting Diode,___,Electricity,High,TJ,40.87765398307782
2030,Commercial,New,Water Heating,Heat Pump,___,Electricity,Energy Star,TJ,0.3768343028232314
2030,Commercial,New,Water Heating,Heat Pump,___,Electricity,High,TJ,0.348594585257267
2030,Commercial,New,Water Heating,Heat Pump,___,Electricity,Standard,TJ,0.3709130779790875
2030,Commercial,New,Water Heating,Solar Thermal,Backup,Electricity,Standard,TJ,0.5258174467058186
2030,Commercial,New,Water Heating,Solar Thermal,Backup,Natural Gas,Standard,TJ,176.92512792726058
2030,Commercial,New,Water Heating,System,___,Heavy Fuel Oil,Standard,TJ,0.3533973329002907
2030,Commercial,New,Water Heating,System,___,Kerosene,Standard,TJ,0.43596204203827144
2030,Commercial,New,Water Heating,System,___,Light Fuel Oil,Standard,TJ,0.6196950243741772
2030,Commercial,New,Water Heating,System,___,Propane,Energy Star,TJ,0.9357580196288197
2030,Commercial,New,Water Heating,With Tank,___,Electricity,High,TJ,0.5127162218989192
2030,Commercial,New,Water Heating,With Tank,___,Electricity,Standard,TJ,0.5350367654835001
2030,Commercial,New,Water Heating,With Tank,___,Natural Gas,Energy Star,TJ,3.066734282582947
2030,Commercial,New,Water Heating,With Tank,___,Natural Gas,High,TJ,3.266163558892032
2030,Commercial,New,Water Heating,With Tank,___,Natural Gas,Standard,TJ,2.1939184551965814
2030,Commercial,New,Water Heating,___,___,District Heating,___,TJ,0.6222150582670085
2030,Commercial,New,Water Heating,___,___,Electricity,Standard,TJ,0.15130237895727186
2030,Commercial,New,Water Heating,___,___,Heavy Fuel Oil,Standard,TJ,0.15370915905871235
2030,Commercial,New,Water Heating,___,___,Kerosene,Standard,TJ,0.15997786030310296
2030,Commercial,New,Water Heating,___,___,Light Fuel Oil,Standard,TJ,0.165648335650444
2030,Commercial,New,Water Heating,___,___,Natural Gas,Standard,TJ,0.4762338623495188
2030,Commercial,New,Water Heating,___,___,Propane,Standard,TJ,0.17641524988979737
2030,Commercial,Old,Auxiliary Equipment,___,___,Electricity,Standard,TJ,17875.44421582173
2030,Commercial,Old,Auxiliary Equipment,___,___,Natural Gas,Standard,TJ,2518.1009299522793
2030,Commercial,Old,Auxiliary Equipment,___,___,Propane,Standard,TJ,191.6270879755298
2030,Commercial,Old,Auxiliary Motors,___,___,Electricity,Standard,TJ,2228.801476659135
2030,Commercial,Old,Lighting,Fluocompact,___,Electricity,High,Mlm.y,2.956684381206762
2030,Commercial,Old,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,1.7087201471969857
2030,Commercial,Old,Lighting,Fluorescent,T5,Electricity,High,Mlm.y,4909.856969354193
2030,Commercial,Old,Lighting,Fluorescent,T5,Electricity,Standard,Mlm.y,18660.797800855682
2030,Commercial,Old,Lighting,Fluorescent,T8,Electricity,High,Mlm.y,6.320693842499995
2030,Commercial,Old,Lighting,Fluorescent,T8,Electricity,Standard,Mlm.y,8.532508672361809
2030,Commercial,Old,Lighting,Halogen,100W,Electricity,Standard,Mlm.y,0.1382585553337544
2030,Commercial,Old,Lighting,Incandescent,100W,Electricity,Standard,Mlm.y,0.13293511194076554
2030,Commercial,Old,Lighting,Light Emitting Diode,___,Electricity,Energy Star,Mlm.y,2.140642177508625
2030,Commercial,Old,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,37.98173507764572
2030,Commercial,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,18.745538511017426
2030,Commercial,Old,Space Cooling,Central,___,Electricity,Energy Star,TJ,6.173693784176469
2030,Commercial,Old,Space Cooling,Central,___,Electricity,High,TJ,6.102742938729707
2030,Commercial,Old,Space Cooling,Central,___,Electricity,Standard,TJ,5.20554733064992
2030,Commercial,Old,Space Cooling,Central,___,Natural Gas,Energy Star,TJ,1.0470199766290746
2030,Commercial,Old,Space Cooling,Central,___,Natural Gas,High,TJ,1.0838839302189902
2030,Commercial,Old,Space Cooling,Central,___,Natural Gas,Standard,TJ,0.9912654204263269
2030,Commercial,Old,Space Cooling,Wall,___,Electricity,Energy Star,TJ,24.23790319089954
2030,Commercial,Old,Space Cooling,Wall,___,Electricity,High,TJ,21.821605334928357
2030,Commercial,Old,Space Cooling,Wall,___,Electricity,Standard,TJ,400.54840852121356
2030,Commercial,Old,Space Cooling,Window,___,Electricity,Energy Star,TJ,7.3423488938103985
2030,Commercial,Old,Space Cooling,Window,___,Electricity,High,TJ,4.697879006233009
2030,Commercial,Old,Space Cooling,Window,___,Electricity,Standard,TJ,14.910472006467906
2030,Commercial,Old,Space Cooling,Zero Thermal Measure,___,ETHOS,Standard,TJ,848.4055766594574
2030,Commercial,Old,Space Cooling,___,___,District Cooling,___,TJ,4931.3073800925
2030,Commercial,Old,Space Cooling,___,___,Electricity,Standard,TJ,5002.601270313747
2030,Commercial,Old,Space Cooling,___,___,Natural Gas,Standard,TJ,148.682982463663
2030,Commercial,Old,Space Heating,Furnace,Large,Hydrogen,Standard,TJ,0.25168059470083526
2030,Commercial,Old,Space Heating,Furnace,Medium,Hydrogen,Standard,TJ,0.2512290889265719
2030,Commercial,Old,Space Heating,Furnace,Small,Hydrogen,Standard,TJ,0.250043519019313
2030,Commercial,Old,Space Heating,Furnace,___,Electricity,Standard,TJ,4.47601288538129
2030,Commercial,Old,Space Heating,Furnace,___,Heavy Fuel Oil,High,TJ,2.1045133815147006
2030,Commercial,Old,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,TJ,3.34915076583271
2030,Commercial,Old,Space Heating,Furnace,___,Kerosene,Standard,TJ,5.087201526751151
2030,Commercial,Old,Space Heating,Furnace,___,Light Fuel Oil,High,TJ,11.021123085598457
2030,Commercial,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,43.31424712364133
2030,Commercial,Old,Space Heating,Furnace,___,Natural Gas,Energy Star,TJ,308.8274928717903
2030,Commercial,Old,Space Heating,Furnace,___,Natural Gas,High,TJ,21728.39636004126
2030,Commercial,Old,Space Heating,Furnace,___,Natural Gas,Standard,TJ,4400.340866615084
2030,Commercial,Old,Space Heating,Furnace,___,Propane,Energy Star,TJ,38.70004287279442
2030,Commercial,Old,Space Heating,Furnace,___,Propane,High,TJ,107.59012442284339
