"Building end use energy service, per subsector, per end use, per type of technology, per energy, and per period."
t_periods,Sub,NewOld,EndUse,Tech_type_1,Tech_type_2,Energy_cat,Efficiency,Output_units,VFlow_Out
2023,Commercial,Old,Water Heating,Heat Pump,___,Electricity,Standard,TJ,0.5809432508205576
2023,Commercial,Old,Water Heating,Solar Thermal,Backup,Electricity,Standard,TJ,0.9807017054462525
2023,Commercial,Old,Water Heating,Solar Thermal,Backup,Natural Gas,Standard,TJ,1184.7184413181778
2023,Commercial,Old,Water Heating,System,___,Heavy Fuel Oil,Standard,TJ,1.1855952362309372
2023,Commercial,Old,Water Heating,System,___,Kerosene,Standard,TJ,1.2995843825323241
2023,Commercial,Old,Water Heating,System,___,Light Fuel Oil,Standard,TJ,2.7958183543702018
2023,Commercial,Old,Water Heating,System,___,Propane,Energy Star,TJ,12.108277770717141
2023,Commercial,Old,Water Heating,With Tank,___,Electricity,High,TJ,3.7877658378408263
2023,Commercial,Old,Water Heating,With Tank,___,Electricity,Standard,TJ,7.225662660612936
2023,Commercial,Old,Water Heating,With Tank,___,Natural Gas,Energy Star,TJ,507.18551629621504
2023,Commercial,Old,Water Heating,With Tank,___,Natural Gas,High,TJ,311.21305551766017
2023,Commercial,Old,Water Heating,With Tank,___,Natural Gas,Standard,TJ,12.315379828932887
2023,Commercial,Old,Water Heating,___,___,District Heating,___,TJ,328.6987126869703
2023,Commercial,Old,Water Heating,___,___,Electricity,Standard,TJ,198.83358339784994
2023,Commercial,Old,Water Heating,___,___,Heavy Fuel Oil,Standard,TJ,9.452329683195888
2023,Commercial,Old,Water Heating,___,___,Kerosene,Standard,TJ,10.724530315078388
2023,Commercial,Old,Water Heating,___,___,Light Fuel Oil,Standard,TJ,79.55739595512128
2023,Commercial,Old,Water Heating,___,___,Natural Gas,Standard,TJ,3326.3765957059522
2023,Commercial,Old,Water Heating,___,___,Propane,Standard,TJ,62.52678897789773
2023,Industry,,Industrial Processes,Self produced,,Mix Energy,,TJ,30776.23471464472
2023,Industry,,Industrial Processes,Self produced,Retrofit,ETHOS,,TJ,0.009570020098010446
2023,Industry,,Lighting,Self produced,,Mix Energy,,TJ,625.9416434481408
2023,Industry,,Lighting,Self produced,Retrofit,ETHOS,,TJ,28.872370159743838
2023,Industry,,Space Cooling,District Cooling,,District Cooling,,TJ,1.9563843162979238
2023,Industry,,Space Cooling,Self produced,,Mix Energy,,TJ,1416.7990205390067
2023,Industry,,Space Cooling,Self produced,Retrofit,ETHOS,,TJ,0.008291462159998864
2023,Industry,,Space Heating,District Heating,,District Heating,,TJ,21.474946400651234
2023,Industry,,Space Heating,Self produced,,Mix Energy,,TJ,1488.9561655410444
2023,Industry,,Space Heating,Self produced,Retrofit,ETHOS,,TJ,61.12252111630191
2023,Industry,,Water Heating,District Heating,,District Heating,,TJ,22.88321724048456
2023,Industry,,Water Heating,Self produced,,Mix Energy,,TJ,3928.509291119182
2023,Industry,,Water Heating,Self produced,Retrofit,ETHOS,,TJ,160.83949763805245
2023,Public,Old,Auxiliary Equipment,___,___,Electricity,Standard,TJ,2333.186594486862
2023,Public,Old,Auxiliary Equipment,___,___,Natural Gas,Standard,TJ,11.394166671592524
2023,Public,Old,Auxiliary Equipment,___,___,Propane,Standard,TJ,0.3333311477740246
2023,Public,Old,Auxiliary Motors,___,___,Electricity,Standard,TJ,528.0841808393932
2023,Public,Old,Lighting,Fluocompact,___,Electricity,High,Mlm.y,221.19784998158607
2023,Public,Old,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,5.638163755734205
2023,Public,Old,Lighting,Fluorescent,T5,Electricity,High,Mlm.y,242.59565333502698
2023,Public,Old,Lighting,Fluorescent,T5,Electricity,Standard,Mlm.y,480.1711403557814
2023,Public,Old,Lighting,Fluorescent,T8,Electricity,High,Mlm.y,1.5974773129590942
2023,Public,Old,Lighting,Fluorescent,T8,Electricity,Standard,Mlm.y,3.6370917891476693
2023,Public,Old,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,319.1731351680319
2023,Public,Old,Lighting,Halogen,100W,Electricity,Standard,Mlm.y,266.8430504174206
2023,Public,Old,Lighting,Incandescent,100W,Electricity,Standard,Mlm.y,1.6598607947278854
2023,Public,Old,Lighting,Light Emitting Diode,___,Electricity,Energy Star,Mlm.y,0.7968098694403253
2023,Public,Old,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,7.156336644894675
2023,Public,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,4.566712095128101
2023,Public,Old,Space Cooling,Central,___,Electricity,Energy Star,TJ,1.5717308116189115
2023,Public,Old,Space Cooling,Central,___,Electricity,High,TJ,1.3879300141517854
2023,Public,Old,Space Cooling,Central,___,Electricity,Standard,TJ,1.5894771206051062
2023,Public,Old,Space Cooling,Central,___,Natural Gas,Energy Star,TJ,3.0782627150380675
2023,Public,Old,Space Cooling,Central,___,Natural Gas,High,TJ,2.7844618130136514
2023,Public,Old,Space Cooling,Central,___,Natural Gas,Standard,TJ,3.065468012095032
2023,Public,Old,Space Cooling,Wall,___,Electricity,Energy Star,TJ,8.257818708573584
2023,Public,Old,Space Cooling,Wall,___,Electricity,High,TJ,7.451053477356468
2023,Public,Old,Space Cooling,Wall,___,Electricity,Standard,TJ,743.4279967279875
2023,Public,Old,Space Cooling,Window,___,Electricity,Energy Star,TJ,25.538060215390555
2023,Public,Old,Space Cooling,Window,___,Electricity,High,TJ,2.9627961466767294
2023,Public,Old,Space Cooling,Window,___,Electricity,Standard,TJ,802.8317673982154
2023,Public,Old,Space Cooling,___,___,District Cooling,___,TJ,313.2838216052932
2023,Public,Old,Space Cooling,___,___,Electricity,Standard,TJ,3093.6048724545894
2023,Public,Old,Space Cooling,___,___,Natural Gas,Standard,TJ,133.56253866118476
2023,Public,Old,Space Heating,Furnace,Large,Hydrogen,Standard,TJ,0.08120618240012217
2023,Public,Old,Space Heating,Furnace,Medium,Hydrogen,Standard,TJ,0.08107712399577494
2023,Public,Old,Space Heating,Furnace,Small,Hydrogen,Standard,TJ,0.08073667141043282
2023,Public,Old,Space Heating,Furnace,___,Electricity,Standard,TJ,242.4519852855053
2023,Public,Old,Space Heating,Furnace,___,Heavy Fuel Oil,High,TJ,0.0807493246488756
2023,Public,Old,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,TJ,0.08674398836169968
2023,Public,Old,Space Heating,Furnace,___,Kerosene,Standard,TJ,0.09384803423333497
2023,Public,Old,Space Heating,Furnace,___,Light Fuel Oil,High,TJ,6.112801222258097
2023,Public,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,183.93385457456202
2023,Public,Old,Space Heating,Furnace,___,Natural Gas,Energy Star,TJ,45.488314356131696
2023,Public,Old,Space Heating,Furnace,___,Natural Gas,High,TJ,2504.4114547659415
2023,Public,Old,Space Heating,Furnace,___,Natural Gas,Standard,TJ,4828.3321790147365
2023,Public,Old,Space Heating,Furnace,___,Propane,Energy Star,TJ,0.4864396903587254
2023,Public,Old,Space Heating,Furnace,___,Propane,High,TJ,0.4850460244423219
2023,Public,Old,Space Heating,Furnace,___,Propane,Standard,TJ,0.4876110597579739
2023,Public,Old,Space Heating,Heat Pump,___,Electricity,Energy Star,TJ,3.110250201772487
2023,Public,Old,Space Heating,Heat Pump,___,Electricity,High,TJ,2.8934144259867374
2023,Public,Old,Space Heating,Heat Pump,___,Electricity,Standard,TJ,1.476711841534056
2023,Public,Old,Space Heating,Heat Pump,___,Geothermal,Energy Star,TJ,0.10802318098302353
2023,Public,Old,Space Heating,Heat Pump,___,Geothermal,High,TJ,0.08221454606547376
2023,Public,Old,Space Heating,Heat Pump,___,Geothermal,Standard,TJ,0.11522227842460943
2023,Public,Old,Space Heating,Heat Pump,___,Natural Gas,Standard,TJ,1.508632753123054
2023,Public,Old,Space Heating,Plinthe,1000W,Electricity,Standard,TJ,5.599177512649469
2023,Public,Old,Space Heating,Plinthe,1500W,Electricity,Standard,TJ,6.890256278642702
2023,Public,Old,Space Heating,Plinthe,500W,Electricity,Standard,TJ,3.322747377421943
2023,Public,Old,Space Heating,Plinthe,___,Electricity,Standard,TJ,503.49480434659637
2023,Public,Old,Space Heating,Zero Thermal Measure,___,ETHOS,High,TJ,0.04355823425406414
2023,Public,Old,Space Heating,Zero Thermal Measure,___,ETHOS,Medium,TJ,0.043981339939429806
2023,Public,Old,Space Heating,Zero Thermal Measure,___,ETHOS,Standard,TJ,89.94908036263779
2023,Public,Old,Space Heating,___,___,District Heating,___,TJ,223.37228820126012
2023,Public,Old,Water Heating,Heat Pump,___,Electricity,Energy Star,TJ,0.21216725648096446
2023,Public,Old,Water Heating,Heat Pump,___,Electricity,High,TJ,0.18045669193344083
2023,Public,Old,Water Heating,Heat Pump,___,Electricity,Standard,TJ,0.205086158344034
2023,Public,Old,Water Heating,Solar Thermal,Backup,Electricity,Standard,TJ,0.26668608667019067
2023,Public,Old,Water Heating,Solar Thermal,Backup,Natural Gas,Standard,TJ,155.7987326969147
2023,Public,Old,Water Heating,System,___,Heavy Fuel Oil,Standard,TJ,0.08217256649218768
2023,Public,Old,Water Heating,System,___,Kerosene,Standard,TJ,0.08978837011728848
2023,Public,Old,Water Heating,System,___,Light Fuel Oil,Standard,TJ,1.4882716010113273
2023,Public,Old,Water Heating,System,___,Propane,Energy Star,TJ,0.52879667895877
2023,Public,Old,Water Heating,With Tank,___,Electricity,High,TJ,1.229217656154225
2023,Public,Old,Water Heating,With Tank,___,Electricity,Standard,TJ,2.154968708368079
2023,Public,Old,Water Heating,With Tank,___,Natural Gas,Energy Star,TJ,15.311620446870064
2023,Public,Old,Water Heating,With Tank,___,Natural Gas,High,TJ,194.53730677744136
2023,Public,Old,Water Heating,With Tank,___,Natural Gas,Standard,TJ,3.882469497917418
2023,Public,Old,Water Heating,___,___,District Heating,___,TJ,150.6681042528906
2023,Public,Old,Water Heating,___,___,Electricity,Standard,TJ,82.04723652174525
2023,Public,Old,Water Heating,___,___,Heavy Fuel Oil,Standard,TJ,0.6065884328335289
2023,Public,Old,Water Heating,___,___,Kerosene,Standard,TJ,0.6656576467252716
2023,Public,Old,Water Heating,___,___,Light Fuel Oil,Standard,TJ,91.07542517934934
2023,Public,Old,Water Heating,___,___,Natural Gas,Standard,TJ,536.777287585824
2023,Residential,New,Other Appliances,Other,___,Electricity,Standard,TJ,39.64124427480786
2023,Residential,New,Clothe Dryer,___,___,Electricity,Energy Star,TJ,0.07566425486333965
2023,Residential,New,Clothe Dryer,___,___,Electricity,High,TJ,0.043195568697455215
2023,Residential,New,Clothe Dryer,___,___,Electricity,Standard,TJ,20.175466446668242
2023,Residential,New,Clothe Washer,___,Combined,Electricity,Energy Star,TJ,1.793626228826446
2023,Residential,New,Clothe Washer,___,Combined,Electricity,High,TJ,0.009639562346892448
2023,Residential,New,Clothe Washer,___,Combined,Electricity,Standard,TJ,0.057577414661131664
2023,Residential,New,Clothe Washer,___,Front,Electricity,Energy Star,TJ,0.000328909224923202
2023,Residential,New,Clothe Washer,___,Front,Electricity,High,TJ,0.00020577562653343435
2023,Residential,New,Clothe Washer,___,Front,Electricity,Standard,TJ,0.0003237306863691646
2023,Residential,New,Clothe Washer,___,Top,Electricity,Energy Star,TJ,0.0003617014431133971
2023,Residential,New,Clothe Washer,___,Top,Electricity,High,TJ,0.00027909004147457785
2023,Residential,New,Clothe Washer,___,Top,Electricity,Standard,TJ,0.000618549931082373
2023,Residential,New,Dish Washer,___,___,Electricity,Energy Star,TJ,0.014557985942521716
2023,Residential,New,Dish Washer,___,___,Electricity,High,TJ,0.0106889721500729
2023,Residential,New,Dish Washer,___,___,Electricity,Standard,TJ,1.3571298204996984
2023,Residential,New,Freezer,___,Chest,Electricity,Energy Star,TJ,0.029948948306420392
2023,Residential,New,Freezer,___,Chest,Electricity,High,TJ,0.032206659328936404
2023,Residential,New,Freezer,___,Chest,Electricity,Standard,TJ,0.046690259160230195
2023,Residential,New,Freezer,___,Standing,Electricity,Energy Star,TJ,0.012015410950589953
2023,Residential,New,Freezer,___,Standing,Electricity,High,TJ,0.011497276141265621
2023,Residential,New,Freezer,___,Standing,Electricity,Standard,TJ,0.013233708366555219
2023,Residential,New,Freezer,___,___,Electricity,Standard,TJ,0.0017237415534155623
2023,Residential,New,Lighting,Fluocompact,___,Electricity,Energy Star,Mlm.y,0.12229796599518762
2023,Residential,New,Lighting,Fluocompact,___,Electricity,High,Mlm.y,0.17856447807688197
2023,Residential,New,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,0.5118571449436401
2023,Residential,New,Lighting,Fluorescent,T12,Electricity,Standard,Mlm.y,0.35909994381726645
2023,Residential,New,Lighting,Fluorescent,T5,Electricity,High,Mlm.y,0.7098861822633633
2023,Residential,New,Lighting,Fluorescent,T5,Electricity,Standard,Mlm.y,12.15315385996894
2023,Residential,New,Lighting,Fluorescent,T8,Electricity,High,Mlm.y,0.20774413074763307
2023,Residential,New,Lighting,Fluorescent,T8,Electricity,Standard,Mlm.y,0.4108298905336308
2023,Residential,New,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,0.0003250207830021833
2023,Residential,New,Lighting,Halogen,60W,Electricity,Standard,Mlm.y,0.12730323175142083
2023,Residential,New,Lighting,Incandescent,60W,Electricity,Standard,Mlm.y,0.16274066462558134
2023,Residential,New,Lighting,Light Emitting Diode,___,Electricity,Energy Star,Mlm.y,0.11018356555978188
2023,Residential,New,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,0.00033059583783013165
2023,Residential,New,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,0.2791755133261175
2023,Residential,New,Range,___,___,Electricity,High,TJ,0.005041661368295589
2023,Residential,New,Range,___,___,Electricity,Standard,TJ,0.015854534994679478
2023,Residential,New,Range,___,___,Natural Gas,High,TJ,0.08530691431332804
2023,Residential,New,Range,___,___,Natural Gas,Standard,TJ,16.242920061638344
2023,Residential,New,Refrigerator,___,Freezer Down,Electricity,Energy Star,TJ,0.020908258837256638
2023,Residential,New,Refrigerator,___,Freezer Down,Electricity,High,TJ,0.020908258857966374
2023,Residential,New,Refrigerator,___,Freezer Down,Electricity,Standard,TJ,0.02256869954254113
2023,Residential,New,Refrigerator,___,Freezer Top,Electricity,Energy Star,TJ,0.08018333726129642
2023,Residential,New,Refrigerator,___,Freezer Top,Electricity,High,TJ,0.06370796593240975
2023,Residential,New,Refrigerator,___,Freezer Top,Electricity,Standard,TJ,11.762039627972397
2023,Residential,New,Refrigerator,___,___,Electricity,Standard,TJ,3.3738031385726153
2023,Residential,New,Space Cooling,Central,___,Electricity,Energy Star,TJ,0.12453435880650648
2023,Residential,New,Space Cooling,Central,___,Electricity,High,TJ,0.10463185996839112
2023,Residential,New,Space Cooling,Central,___,Electricity,Standard,TJ,0.14568947695211165
2023,Residential,New,Space Cooling,Room,___,Electricity,Standard,TJ,0.010380911495887591
2023,Residential,New,Space Cooling,Wall,___,Electricity,Energy Star,TJ,0.3138222366400625
2023,Residential,New,Space Cooling,Wall,___,Electricity,High,TJ,0.2695098642075568
2023,Residential,New,Space Cooling,Wall,___,Electricity,Standard,TJ,0.36579135301651877
2023,Residential,New,Space Cooling,Window,___,Electricity,Energy Star,TJ,0.5764168849790205
2023,Residential,New,Space Cooling,Window,___,Electricity,High,TJ,0.29602399293346227
2023,Residential,New,Space Cooling,Window,___,Electricity,Standard,TJ,26.958332532330402
2023,Residential,New,Space Cooling,Zero Thermal Measure,___,ETHOS,Standard,TJ,7.257103493148593
2023,Residential,New,Space Cooling,___,___,District Cooling,___,TJ,65.9739633835818
2023,Residential,New,Space Heating,Boiler,___,Hydrogen,Standard,TJ,0.01638326615076671
2023,Residential,New,Space Heating,Fireplace,___,Propane,High,TJ,0.18875104581825894
2023,Residential,New,Space Heating,Fireplace,___,Propane,Standard,TJ,0.19778235569993274
2023,Residential,New,Space Heating,Furnace,___,Biomass,Standard,TJ,0.023397934816310476
2023,Residential,New,Space Heating,Furnace,___,Wood Pellet,Standard,TJ,0.023393674381890408
2023,Residential,New,Space Heating,Furnace,___,Electricity,Standard,TJ,0.8813428088572091
2023,Residential,New,Space Heating,Furnace,___,Kerosene,Standard,TJ,0.5358912890066498
2023,Residential,New,Space Heating,Furnace,___,Light Fuel Oil,High,TJ,0.21620627154808425
2023,Residential,New,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,0.4243915979748059
2023,Residential,New,Space Heating,Furnace,___,Natural Gas,Energy Star,TJ,1.307617790263934
2023,Residential,New,Space Heating,Furnace,___,Natural Gas,High,TJ,49.61678493419581
2023,Residential,New,Space Heating,Furnace,___,Natural Gas,Medium,TJ,0.0880529130201145
2023,Residential,New,Space Heating,Furnace,___,Natural Gas,Standard,TJ,0.8609904523788559
2023,Residential,New,Space Heating,Furnace,___,Propane,Energy Star,TJ,0.9951581194078378
2023,Residential,New,Space Heating,Furnace,___,Propane,High,TJ,59.73945587896113
2023,Residential,New,Space Heating,Furnace,___,Propane,Standard,TJ,0.5390746974884875
2023,Residential,New,Space Heating,Heat Pump,___,Electricity,Energy Star,TJ,0.8944930248724009
2023,Residential,New,Space Heating,Heat Pump,___,Electricity,High,TJ,0.7341643562185012
2023,Residential,New,Space Heating,Heat Pump,___,Electricity,Standard,TJ,0.4338622217975005
2023,Residential,New,Space Heating,Heat Pump,___,Geothermal,Energy Star,TJ,0.24658800941308656
2023,Residential,New,Space Heating,Heat Pump,___,Geothermal,High,TJ,0.14565009641836443
2023,Residential,New,Space Heating,Heat Pump,___,Geothermal,Standard,TJ,14.96151967526912
2023,Residential,New,Space Heating,Heat Pump,___,Natural Gas,Standard,TJ,0.47228685303780343
2023,Residential,New,Space Heating,Plinthe,1000W,Electricity,Standard,TJ,1.6565857555167183
2023,Residential,New,Space Heating,Plinthe,1500W,Electricity,Standard,TJ,1.9721108896157815
2023,Residential,New,Space Heating,Plinthe,500W,Electricity,Standard,TJ,1.290716336122977
2023,Residential,New,Space Heating,Plinthe,___,Electricity,Standard,TJ,0.038050261483748606
2023,Residential,New,Space Heating,Pellet stove,___,Wood Pellet,High,TJ,1.3647358007129293
2023,Residential,New,Space Heating,Pellet stove,___,Wood Pellet,Standard,TJ,0.26189674589735423
2023,Residential,New,Space Heating,Stove,___,Biomass,High,TJ,0.2890529501887687
2023,Residential,New,Space Heating,Stove,___,Biomass,Standard,TJ,0.19340328394973091
2023,Residential,New,Space Heating,Zero Programmable Thermostat,___,ETHOS,Standard,TJ,13.243222355903626
2023,Residential,New,Space Heating,Zero Thermal Measure,___,ETHOS,High,TJ,0.03571750219597923
2023,Residential,New,Space Heating,Zero Thermal Measure,___,ETHOS,Medium,TJ,0.03599763900705728
2023,Residential,New,Space Heating,Zero Thermal Measure,___,ETHOS,Standard,TJ,62.056851025463
2023,Residential,New,Space Heating,___,___,District Heating,___,TJ,14.706710369860815
2023,Residential,New,Water Heating,Heat Pump,___,Electricity,Energy Star,TJ,0.19354637654259038
2023,Residential,New,Water Heating,Heat Pump,___,Electricity,High,TJ,0.15594147361296326
2023,Residential,New,Water Heating,Heat Pump,___,Electricity,Standard,TJ,0.18243821399219112
2023,Residential,New,Water Heating,Solar Thermal,Backup,Electricity,Standard,TJ,0.08009500140082082
2023,Residential,New,Water Heating,Solar Thermal,Backup,Natural Gas,Standard,TJ,9.901091993248869
2023,Residential,New,Water Heating,System,___,Biomass,Standard,TJ,0.3167920175883177
2023,Residential,New,Water Heating,System,___,Wood Pellet,Standard,TJ,0.297614203748987
2023,Residential,New,Water Heating,System,___,Kerosene,Standard,TJ,0.628732281830751
2023,Residential,New,Water Heating,System,___,Light Fuel Oil,Standard,TJ,0.6956995954531126
2023,Residential,New,Water Heating,System,___,Propane,Standard,TJ,0.6826019469517203
2023,Residential,New,Water Heating,With Tank,___,Electricity,High,TJ,0.53552377337684
2023,Residential,New,Water Heating,With Tank,___,Electricity,Standard,TJ,1.6720630897372797
2023,Residential,New,Water Heating,With Tank,___,Natural Gas,Energy Star,TJ,0.9834404446527613
2023,Residential,New,Water Heating,With Tank,___,Natural Gas,High,TJ,1.2308562092187272
2023,Residential,New,Water Heating,With Tank,___,Natural Gas,Standard,TJ,0.9139323552005261
2023,Residential,New,Water Heating,___,___,Biomass,Standard,TJ,0.04505078603900208
2023,Residential,New,Water Heating,___,___,Wood Pellet,Standard,TJ,0.04503938941259462
2023,Residential,New,Water Heating,___,___,District Heating,___,TJ,169.98790415249968
2023,Residential,New,Water Heating,___,___,Electricity,Standard,TJ,0.04520638154769037
2023,Residential,New,Water Heating,___,___,Kerosene,Standard,TJ,0.044997430513989564
2023,Residential,New,Water Heating,___,___,Light Fuel Oil,Standard,TJ,0.04501549203589991
2023,Residential,New,Water Heating,___,___,Natural Gas,Standard,TJ,0.1679087319002265
2023,Residential,New,Water Heating,___,___,Propane,Standard,TJ,0.045012257990188605
2023,Residential,Old,Other Appliances,Other,___,Electricity,Standard,TJ,3807.897184962392
2023,Residential,Old,Clothe Dryer,___,___,Electricity,Energy Star,TJ,0.19218022619869704
2023,Residential,Old,Clothe Dryer,___,___,Electricity,High,TJ,0.106803300704353
2023,Residential,Old,Clothe Dryer,___,___,Electricity,Standard,TJ,1983.3590604279925
2023,Residential,Old,Clothe Dryer,___,___,Natural Gas,Standard,TJ,23.69769341196353
2023,Residential,Old,Clothe Washer,___,Combined,Electricity,Energy Star,TJ,38.63816562709531
2023,Residential,Old,Clothe Washer,___,Combined,Electricity,High,TJ,0.0325081844352336
2023,Residential,Old,Clothe Washer,___,Combined,Electricity,Standard,TJ,11.405362169323388
2023,Residential,Old,Clothe Washer,___,Front,Electricity,Energy Star,TJ,0.0016461483784512927
2023,Residential,Old,Clothe Washer,___,Front,Electricity,High,TJ,0.0013421689633160085
2023,Residential,Old,Clothe Washer,___,Front,Electricity,Standard,TJ,0.0016293030766127434
2023,Residential,Old,Clothe Washer,___,Top,Electricity,Energy Star,TJ,0.0017643965930011208
2023,Residential,Old,Clothe Washer,___,Top,Electricity,High,TJ,0.0014936287555936067
2023,Residential,Old,Clothe Washer,___,Top,Electricity,Standard,TJ,0.002407477771259061
2023,Residential,Old,Clothe Washer,___,___,Electricity,Standard,TJ,71.08892571269779
2023,Residential,Old,Dish Washer,___,___,Electricity,Energy Star,TJ,0.03569117472199076
2023,Residential,Old,Dish Washer,___,___,Electricity,High,TJ,0.026544539901284605
2023,Residential,Old,Dish Washer,___,___,Electricity,Standard,TJ,132.7651846999505
2023,Residential,Old,Freezer,___,Chest,Electricity,Energy Star,TJ,0.17126478829070746
2023,Residential,Old,Freezer,___,Chest,Electricity,High,TJ,0.20393899179906744
2023,Residential,Old,Freezer,___,Chest,Electricity,Standard,TJ,43.31903226880629
2023,Residential,Old,Freezer,___,Standing,Electricity,Energy Star,TJ,0.04654498657352359
2023,Residential,Old,Freezer,___,Standing,Electricity,High,TJ,0.044960959085046666
2023,Residential,Old,Freezer,___,Standing,Electricity,Standard,TJ,0.05212816442387604
2023,Residential,Old,Freezer,___,___,Electricity,Standard,TJ,312.34904859221314
2023,Residential,Old,Lighting,Fluocompact,___,Electricity,Energy Star,Mlm.y,0.45426857766061224
2023,Residential,Old,Lighting,Fluocompact,___,Electricity,High,Mlm.y,0.7697192534858458
2023,Residential,Old,Lighting,Fluocompact,___,Electricity,Standard,Mlm.y,19.21609862246656
2023,Residential,Old,Lighting,Fluorescent,T12,Electricity,Standard,Mlm.y,3.2616124034157385
2023,Residential,Old,Lighting,Fluorescent,T5,Electricity,High,Mlm.y,305.0753951751579
2023,Residential,Old,Lighting,Fluorescent,T5,Electricity,Standard,Mlm.y,1147.5176756634933
2023,Residential,Old,Lighting,Fluorescent,T8,Electricity,High,Mlm.y,1.2353167900643371
2023,Residential,Old,Lighting,Fluorescent,T8,Electricity,Standard,Mlm.y,3.9333136126393033
2023,Residential,Old,Lighting,Fluorescent,___,Electricity,Standard,Mlm.y,409.2116457797365
2023,Residential,Old,Lighting,Halogen,60W,Electricity,Standard,Mlm.y,0.4540336349824868
2023,Residential,Old,Lighting,Incandescent,60W,Electricity,Standard,Mlm.y,0.8653807188458846
2023,Residential,Old,Lighting,Light Emitting Diode,___,Electricity,Energy Star,Mlm.y,0.5104045391538885
2023,Residential,Old,Lighting,Light Emitting Diode,___,Electricity,High,Mlm.y,21.83501763508954
2023,Residential,Old,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm.y,22.796264048847803
2023,Residential,Old,Range,___,___,Electricity,High,TJ,0.019948599689476404
2023,Residential,Old,Range,___,___,Electricity,Standard,TJ,1390.6687060119955
2023,Residential,Old,Range,___,___,Natural Gas,High,TJ,82.44150355141173
2023,Residential,Old,Range,___,___,Natural Gas,Standard,TJ,97.34982690894995
2023,Residential,Old,Refrigerator,___,Freezer Down,Electricity,Energy Star,TJ,0.06058960030487988
2023,Residential,Old,Refrigerator,___,Freezer Down,Electricity,High,TJ,0.060897994104511396
2023,Residential,Old,Refrigerator,___,Freezer Down,Electricity,Standard,TJ,0.06481030539000303
2023,Residential,Old,Refrigerator,___,Freezer Top,Electricity,Energy Star,TJ,0.16803411774471386
2023,Residential,Old,Refrigerator,___,Freezer Top,Electricity,High,TJ,0.1405951475900331
2023,Residential,Old,Refrigerator,___,Freezer Top,Electricity,Standard,TJ,9.241703897038574
2023,Residential,Old,Refrigerator,___,___,Electricity,Standard,TJ,1122.1678185722908
2023,Residential,Old,Space Cooling,Central,___,Electricity,Energy Star,TJ,0.4581641712614982
2023,Residential,Old,Space Cooling,Central,___,Electricity,High,TJ,0.38088320633411
2023,Residential,Old,Space Cooling,Central,___,Electricity,Standard,TJ,7843.933605535058
2023,Residential,Old,Space Cooling,Room,___,Electricity,Standard,TJ,594.9177841279959
2023,Residential,Old,Space Cooling,Wall,___,Electricity,Energy Star,TJ,1.3302498943826047
2023,Residential,Old,Space Cooling,Wall,___,Electricity,High,TJ,1.0138614878367416
2023,Residential,Old,Space Cooling,Wall,___,Electricity,Standard,TJ,1.8936374694705709
2023,Residential,Old,Space Cooling,Window,___,Electricity,Energy Star,TJ,897.0552608001891
2023,Residential,Old,Space Cooling,Window,___,Electricity,High,TJ,1.1309287692804701
2023,Residential,Old,Space Cooling,Window,___,Electricity,Standard,TJ,1904.2590509265497
2023,Residential,Old,Space Cooling,Zero Thermal Measure,___,ETHOS,Standard,TJ,13.38169917040285
2023,Residential,Old,Space Cooling,___,___,District Cooling,___,TJ,44.1220370275367
2023,Residential,Old,Space Heating,Boiler,___,Hydrogen,Standard,TJ,0.03972248648345169
2023,Residential,Old,Space Heating,Fireplace,___,Propane,High,TJ,0.60258368124532
2023,Residential,Old,Space Heating,Fireplace,___,Propane,Standard,TJ,0.6175662732492356
2023,Residential,Old,Space Heating,Furnace,___,Biomass,Standard,TJ,142.9764889120402
2023,Residential,Old,Space Heating,Furnace,___,Wood Pellet,Standard,TJ,0.585144443980446
2023,Residential,Old,Space Heating,Furnace,___,Electricity,Standard,TJ,4.051033611570152
2023,Residential,Old,Space Heating,Furnace,___,Kerosene,Standard,TJ,1.7873486492466824
2023,Residential,Old,Space Heating,Furnace,___,Light Fuel Oil,High,TJ,0.6193023297827865
2023,Residential,Old,Space Heating,Furnace,___,Light Fuel Oil,Standard,TJ,75.72226101821799
2023,Residential,Old,Space Heating,Furnace,___,Natural Gas,Energy Star,TJ,6.248306268115947
2023,Residential,Old,Space Heating,Furnace,___,Natural Gas,High,TJ,43867.95365401612
2023,Residential,Old,Space Heating,Furnace,___,Natural Gas,Medium,TJ,5514.879256455429
2023,Residential,Old,Space Heating,Furnace,___,Natural Gas,Standard,TJ,3.7403633809101815
2023,Residential,Old,Space Heating,Furnace,___,Propane,Energy Star,TJ,3.3178451088607486
2023,Residential,Old,Space Heating,Furnace,___,Propane,High,TJ,137.68411836375225
