,built_lowest,built_highest,built_mean,embodied_lowest,embodied_highest,embodied_mean,operational_lowest,operational_highest,operational_mean,sum_lowest,sum_highest,sum_mean
2023,199670.0,261976.0,229192.06555555554,8.5063087644791,11.168270593576413,9.770507931422259,1.8374224124874572,2.410773246672825,2.1090910816919752,10.343731176966557,13.579043840249238,11.87959901311423
2024,200676.0,265716.0,231192.9322222222,8.399460758286505,11.101984135826571,9.657994861770826,3.388727098004298,4.466642119968289,3.896930627272694,11.788187856290802,15.568626255794861,13.554925489043512
2025,201637.0,269400.0,233140.32666666666,8.253852059416452,11.02250937597136,9.54010518713577,4.857084196927659,6.43130733968183,5.595689074516855,13.110936256344111,17.45381671565319,15.135794261652622
2026,202470.0,273010.0,234997.37333333332,8.106566924496512,10.933576075503975,9.4148504592852,6.079026135340925,8.086453064784408,7.016582502598239,14.185593059837437,19.020029140288383,16.43143296188345
2027,203209.0,276536.0,236774.90555555557,7.963983034402272,10.844020943844354,9.284454874092436,7.110229409015017,9.502098137867963,8.222537113136228,15.074212443417288,20.346119081712317,17.506991987228663
2028,203883.0,279980.0,238489.45555555556,7.824934297722755,10.745601461925022,9.147514538429087,7.956005404328606,10.681719555651181,9.218431654003558,15.780939702051361,21.427321017576205,18.36594619243263
2029,204507.0,283344.0,240145.7477777778,7.668519193188061,10.627544246577408,9.005596197045655,8.621914542937299,11.629187404553262,10.00941355970134,16.290433736125358,22.25673165113067,19.015009756747002
2030,205084.0,286647.0,241749.27555555556,7.519727509689587,10.511495952390296,8.859261350359434,9.113670557551046,12.348852705789183,10.600885010445014,16.633398067240634,22.86034865817948,19.460146360804448
2031,205620.0,289916.0,243307.6422222222,6.1608098994703315,8.688433326584196,7.284402555499085,9.512648152673316,12.948323981288304,11.086493546188747,15.673458052143648,21.6367573078725,18.37089610168783
2032,206120.0,293180.0,244830.31222222222,5.0390053474215195,7.164700617637771,5.987280425324947,9.763978991078982,13.351021960171277,11.401538911489114,14.8029843385005,20.515722577809047,17.388819336814066
2033,206580.0,296487.0,246333.50111111114,4.127517827051009,5.914450364907135,4.919520893133787,9.873075404722952,13.561985808091638,11.551446597374087,14.000593231773962,19.476436172998774,16.470967490507885
2034,207013.0,299833.0,247818.65666666665,3.3808260497172804,4.8930458850672,4.041026101825522,9.845491937848315,13.586366081592342,11.54176996585422,13.226317987565595,18.47941196665954,15.582796067679745
2035,207417.0,303223.0,249288.3866666667,2.7617446956752048,4.037154534829645,3.317462739511214,9.686850523241855,13.429481367905318,11.378188707049395,12.44859521891706,17.466635902734964,14.695651446560612
2036,207796.0,306663.0,250745.83,2.2554113562180063,3.3258386121997567,2.7218208222390587,9.08839713916559,12.65882680818145,10.696424740874164,11.343808495383596,15.984665420381207,13.418245563113219
2037,208156.0,310154.0,252194.79000000004,1.8420849466471356,2.7428736613264566,2.2313678379279756,8.335666002493392,11.66529781254753,9.83008920865103,10.177750949140528,14.408171473873987,12.061457046579001
2038,208499.0,313703.0,253637.67333333334,1.4996448081689235,2.260144015080483,1.8274468043882404,7.436625124216949,10.4568677973377,8.787470656763624,8.936269932385873,12.717011812418184,10.614917461151867
2039,208826.0,317307.0,255078.2788888889,1.2236174883542086,1.861952055696906,1.4949854430564307,6.399306175192958,9.041701996313664,7.576993697486234,7.622923663547167,10.90365405201057,9.071979140542664
2040,209143.0,320976.0,256520.67777777778,0.9961538133468603,1.5273032021325532,1.2210110655079154,5.2318016441735935,7.428168229317845,6.207210064529186,6.227955457520454,8.955471431450398,7.428221130037099
2041,209450.0,324709.0,257969.49555555556,0.8087886335188296,1.2531539112251726,0.994350034380461,4.4659291802255945,6.372022251068749,5.30937753671165,5.274717813744424,7.625176162293922,6.30372757109211
2042,209757.0,328507.0,259428.6888888889,0.6513373452157567,1.0226397441519024,0.8072710445488019,3.6226509908956324,5.1945505813077535,4.315686822904766,4.273988336111389,6.217190325459656,5.122957867453567
2043,210060.0,332380.0,260903.26,0.5250014866297218,0.8317308877738046,0.6531799906126277,2.70726618323989,3.901482876665992,3.2318532555716963,3.232267669869612,4.733213764439796,3.885033246184323
2044,210360.0,336284.0,262380.8977777778,0.4204716678716469,0.6756605304576734,0.5261826048449214,1.7250956575671375,2.4986624273778646,2.0636495834473916,2.14778028082697,3.174322957835538,2.5898321882923123
2045,210646.0,340223.0,263856.53555555554,0.33628371678997215,0.5427985981430884,0.4215768991813353,0.6814770392967253,0.9921069293119048,0.8169228635208979,1.0177607560866975,1.5349055274549932,1.2384997627022334
2046,210920.0,344193.0,265331.32444444444,0.26632627319354013,0.4353767249260315,0.3355252592932894,0.6532544856731001,0.9559128515463742,0.7847368121345051,0.9195807588666403,1.3912895764724058,1.120262071427794
2047,211186.0,348203.0,266806.8511111111,0.20868541673885252,0.3443451446284612,0.2648295104903345,0.6219698703340646,0.9148477084234966,0.7487336994647386,0.8311836746776319,1.2591928530519578,1.013563209955073
2048,211436.0,352250.0,268283.3777777778,0.16321213711684204,0.27250471326791154,0.2070710639335999,0.5878433979408334,0.8691588331353014,0.7091548236598002,0.7510555350576754,1.141663546403213,0.9162258875934004
2049,211677.0,356343.0,269762.4122222222,0.1253880628797739,0.21227392931764147,0.16035274847781314,0.5510972278099915,0.8191015170179029,0.6662448124413718,0.6764852906897654,1.0313754463355445,0.8265975609191857
2050,211860.0,360484.0,271246.3622222222,0.12582371573205756,0.21297707593457177,0.16129570462212153,0.5119538647704219,0.76493838420407,0.6202516322783153,0.6377775805024795,0.9779154601386417,0.7815473369004368
